intersection_id,tollgate_id,time_window,avg_travel_time
B,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",79.33
B,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",71.64
B,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",72.13
B,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",75.6
B,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",75.41
B,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",69.75
B,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",71.14
B,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",74.07
B,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",72.6
B,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",74.45
B,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",75.91
B,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",67.65
B,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",69.95
B,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",70.87
B,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",75.81
B,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",70.78
B,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",72.14
B,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",77.89
B,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",77.72
B,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",63.08
B,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",68.88
B,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",62.12
B,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",69.86
B,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",70.67
B,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",73.04
B,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",75.64
B,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",70.81
B,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",74.24
B,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",72.89
B,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",61.31
B,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",72.55
B,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",47.9
B,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",64.3
B,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",68.31
B,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",58.24
B,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",72.71
B,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",71.06
B,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",72.59
B,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",75.43
B,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",66.81
B,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",72.72
B,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",65.9
B,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",67.36
C,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",164.03
C,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",164.03
C,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",164.67
C,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",163.79
C,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",163.79
C,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",163.79
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",161.76
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",161.76
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",163.12
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",167.59
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",167.59
C,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",167.59
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",160.59
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",160.59
C,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",161.21
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",158.71
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",158.71
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",158.71
C,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",162.55
C,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",162.55
C,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",163.19
C,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",165.91
C,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",165.91
C,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",165.91
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",167.69
C,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",167.69
C,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",168.34
C,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",166.83
C,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",166.83
C,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",166.83
C,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",160.21
C,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",160.21
C,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",160.97
C,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",163.03
C,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",163.03
C,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",163.03
C,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",160.95
C,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",160.95
C,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",161.57
C,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",157.05
C,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",157.05
C,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",157.05
C,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",135.14
C,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",135.14
C,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",135.14
C,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",134.43
C,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",134.43
C,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",134.43
C,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",168.54
C,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",133.19
C,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",133.85
C,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",137.08
C,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",176.99
C,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",153.45
C,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",132.05
C,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",132.05
C,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",132.05
C,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",129.99
C,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",129.99
C,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",129.99
C,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",133.11
C,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",133.11
C,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",133.11
C,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",135.64
C,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",135.64
C,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",135.64
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",141.9
C,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",134.74
C,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",138.21
C,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",153.96
C,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",140.53
C,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",147.0
C,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",138.4
C,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",136.77
C,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",142.45
C,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",133.03
C,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",121.75
C,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",132.01
C,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",155.49
C,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",122.76
C,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",132.41
C,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",133.62
C,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",138.45
C,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",144.45
