intersection_id,tollgate_id,time_window,avg_travel_time
B,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",79.39
B,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",70.74
B,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",71.19
B,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",74.62
B,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",74.89
B,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",69.35
B,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",70.67
B,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",74.1
B,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",72.66
B,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",74.44
B,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",75.09
B,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",67.0
B,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",69.22
B,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",70.68
B,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",75.58
B,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",70.58
B,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",72.29
B,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",78.07
B,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",77.9
B,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",63.32
B,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",69.2
B,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",62.33
B,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",70.32
B,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",71.11
B,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",73.51
B,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",75.4
B,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",70.57
B,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",73.93
B,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",71.53
B,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",60.36
B,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",71.19
B,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",47.6
B,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",63.76
B,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",67.76
B,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",57.51
B,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",71.49
B,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",70.07
B,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",73.13
B,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",75.99
B,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",67.26
B,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",73.12
B,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",66.24
B,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",67.74
C,1,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",160.85
C,1,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",160.85
C,1,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",161.16
C,1,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",161.24
C,1,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",161.24
C,1,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",161.24
C,1,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",160.31
C,1,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",160.31
C,1,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",161.13
C,1,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",162.13
C,1,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",162.13
C,1,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",162.13
C,1,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",160.16
C,1,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",160.16
C,1,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",160.46
C,1,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",157.65
C,1,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",157.65
C,1,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",157.65
C,1,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",164.67
C,1,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",164.67
C,1,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",164.99
C,1,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",167.37
C,1,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",167.37
C,1,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",167.37
C,1,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",167.24
C,1,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",167.24
C,1,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",167.56
C,1,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",162.58
C,1,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",162.58
C,1,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",162.58
C,1,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",158.78
C,1,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",158.78
C,1,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",159.52
C,1,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",160.55
C,1,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",160.55
C,1,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",160.55
C,1,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",162.01
C,1,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",162.01
C,1,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",162.32
C,1,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",156.97
C,1,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",156.97
C,1,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",156.97
C,3,"[2016-10-18 17:00:00,2016-10-18 17:20:00)",132.7
C,3,"[2016-10-18 17:20:00,2016-10-18 17:40:00)",132.7
C,3,"[2016-10-18 17:40:00,2016-10-18 18:00:00)",132.7
C,3,"[2016-10-18 18:00:00,2016-10-18 18:20:00)",132.77
C,3,"[2016-10-18 18:20:00,2016-10-18 18:40:00)",132.77
C,3,"[2016-10-18 18:40:00,2016-10-18 19:00:00)",132.77
C,3,"[2016-10-19 17:00:00,2016-10-19 17:20:00)",167.74
C,3,"[2016-10-19 17:20:00,2016-10-19 17:40:00)",132.2
C,3,"[2016-10-19 17:40:00,2016-10-19 18:00:00)",132.66
C,3,"[2016-10-19 18:00:00,2016-10-19 18:20:00)",132.91
C,3,"[2016-10-19 18:20:00,2016-10-19 18:40:00)",173.25
C,3,"[2016-10-19 18:40:00,2016-10-19 19:00:00)",150.63
C,3,"[2016-10-20 17:00:00,2016-10-20 17:20:00)",132.14
C,3,"[2016-10-20 17:20:00,2016-10-20 17:40:00)",132.14
C,3,"[2016-10-20 17:40:00,2016-10-20 18:00:00)",132.14
C,3,"[2016-10-20 18:00:00,2016-10-20 18:20:00)",129.65
C,3,"[2016-10-20 18:20:00,2016-10-20 18:40:00)",129.65
C,3,"[2016-10-20 18:40:00,2016-10-20 19:00:00)",129.65
C,3,"[2016-10-21 17:00:00,2016-10-21 17:20:00)",135.75
C,3,"[2016-10-21 17:20:00,2016-10-21 17:40:00)",135.75
C,3,"[2016-10-21 17:40:00,2016-10-21 18:00:00)",135.75
C,3,"[2016-10-21 18:00:00,2016-10-21 18:20:00)",137.87
C,3,"[2016-10-21 18:20:00,2016-10-21 18:40:00)",137.87
C,3,"[2016-10-21 18:40:00,2016-10-21 19:00:00)",137.87
C,3,"[2016-10-22 17:00:00,2016-10-22 17:20:00)",141.89
C,3,"[2016-10-22 17:20:00,2016-10-22 17:40:00)",134.89
C,3,"[2016-10-22 17:40:00,2016-10-22 18:00:00)",138.44
C,3,"[2016-10-22 18:00:00,2016-10-22 18:20:00)",151.94
C,3,"[2016-10-22 18:20:00,2016-10-22 18:40:00)",138.79
C,3,"[2016-10-22 18:40:00,2016-10-22 19:00:00)",145.3
C,3,"[2016-10-23 17:00:00,2016-10-23 17:20:00)",138.02
C,3,"[2016-10-23 17:20:00,2016-10-23 17:40:00)",136.36
C,3,"[2016-10-23 17:40:00,2016-10-23 18:00:00)",141.91
C,3,"[2016-10-23 18:00:00,2016-10-23 18:20:00)",132.25
C,3,"[2016-10-23 18:20:00,2016-10-23 18:40:00)",121.2
C,3,"[2016-10-23 18:40:00,2016-10-23 19:00:00)",131.29
C,3,"[2016-10-24 17:00:00,2016-10-24 17:20:00)",156.57
C,3,"[2016-10-24 17:20:00,2016-10-24 17:40:00)",123.32
C,3,"[2016-10-24 17:40:00,2016-10-24 18:00:00)",133.77
C,3,"[2016-10-24 18:00:00,2016-10-24 18:20:00)",133.85
C,3,"[2016-10-24 18:20:00,2016-10-24 18:40:00)",138.47
C,3,"[2016-10-24 18:40:00,2016-10-24 19:00:00)",144.86
