,intersection_id,tollgate_id,starting_time,time_window,travel_velocity
4778,A,2,2016-10-10,30,"[ 10.28810348   9.19254158   7.91084435   7.54585646   7.29464663
   5.43933227]"
4779,A,2,2016-10-10,31,"[  9.02819267  10.25411627   8.18778351   8.60863596   7.98249196
   4.36136226]"
4780,A,2,2016-10-10,32,"[  9.35872667  11.43199782  10.37134536   9.02908984   9.30468867
   5.28801725]"
4781,A,2,2016-10-10,33,"[  9.8005701   12.58866948  11.6634794    8.85015297   9.6258736
   7.88907079]"
4782,A,2,2016-10-10,34,"[  9.40136016  10.29776875   9.09420901   8.61408925   8.88951202
   6.66146704]"
4783,A,2,2016-10-10,35,[ 9.46428373  9.47223834  7.41065834  7.3176824   7.63017757  6.58750301]
4784,A,2,2016-10-10,36,"[ 10.08203567  11.03961474   8.06704467   8.78450373   9.07597058
   7.73296065]"
4785,A,2,2016-10-10,37,"[ 10.04662037  10.53839942   8.92978229   8.42368506   8.11477529
   5.26447983]"
4786,A,2,2016-10-10,38,"[  9.37274995  10.2717203   11.05596121  11.36081457  10.8169295
   6.96105594]"
4787,A,2,2016-10-10,39,"[ 10.1586506   11.29760886   9.71296136   9.39746166   9.39175429
   6.73628457]"
4788,A,2,2016-10-10,40,[ 9.7176525   8.88713499  8.00072282  7.42176425  6.91316895  5.16943248]
4789,A,2,2016-10-10,41,"[ 10.87404952  11.12059292   9.87356672  10.44969698  10.50748004
   4.31960114]"
4790,A,2,2016-10-10,42,[ 9.89629539  9.17673107  8.30134802  8.88398505  9.89159464  8.51785024]
4791,A,2,2016-10-10,43,[ 7.61918125  9.79988865  8.76019278  7.55435539  7.38138954  4.35783904]
4792,A,2,2016-10-10,44,[ 7.40739251  8.37867053  6.90523432  7.10337748  7.13074612  4.38043099]
4793,A,2,2016-10-10,45,"[  9.48206637  11.4321916    8.8547006    8.05995029   8.28594725
   6.78604797]"
4794,A,2,2016-10-10,46,[ 9.50244695  9.72331859  6.21239506  6.17799035  6.96410919  4.43804255]
4795,A,2,2016-10-10,47,[ 9.17212952  8.5338029   7.14051347  6.26822194  6.65141839  5.00623323]
4796,A,2,2016-10-10,48,[ 8.87057522  9.80443227  8.18883577  6.98520116  7.6174588   4.53500522]
4797,A,2,2016-10-10,49,"[ 11.13143419   9.15338628   8.63107936   8.32518107   8.11638465
   6.47781739]"
4798,A,2,2016-10-10,50,[ 8.34412129  8.66939379  7.47841953  7.28472858  7.27489482  3.77171607]
4799,A,2,2016-10-10,51,[ 6.84892811  7.77584785  7.03471197  7.24046196  7.17973138  4.58025804]
4800,A,2,2016-10-10,52,"[ 11.73572411   9.79234689   9.36202197   8.97146297   8.71222282
   7.5285315 ]"
4801,A,2,2016-10-10,53,"[ 13.77099686  13.30429195  10.36852743  10.94735056  11.85016579
  10.22993274]"
4802,A,2,2016-10-10,54,[ 7.97658749  8.02626505  8.90202133  9.10348228  9.09999495  4.83243832]
4803,A,2,2016-10-10,55,[ 8.79314843  8.60454995  7.21188156  7.24079852  6.96979332  4.42901245]
4804,A,2,2016-10-10,56,[ 8.40265493  8.95789497  8.38435078  8.15275385  7.54130126  7.24429023]
4805,A,2,2016-10-10,57,[ 8.37464356  8.36542669  6.94802113  6.8635215   6.72467033  4.34988022]
4806,A,2,2016-10-10,58,[ 8.25174301  9.39566095  9.17001173  8.29552762  7.5471484   7.02173804]
4807,A,2,2016-10-10,59,[ 7.64995613  8.0461949   7.03772349  7.57578645  7.7212344   5.07107717]
4808,A,2,2016-10-10,60,"[ 15.02680067  14.52817898  13.33901792   7.81860395   7.30186152
   6.13591219]"
4809,A,2,2016-10-10,61,"[ 10.68576969  10.14216243   9.38267426  10.04954286   9.52684539
   8.36622265]"
4810,A,2,2016-10-10,62,"[  8.9754212   10.47947216   8.95431581   8.14373351   8.11300526
   5.84326422]"
4811,A,2,2016-10-10,63,"[  7.41101552  12.21810464  11.29534924   7.97774206   7.04783637
   6.00949315]"
4812,A,2,2016-10-10,64,[ 9.34562683  9.00736484  7.95584278  7.06619415  7.65638907  4.21434919]
4813,A,2,2016-10-10,65,"[ 12.85178022  12.32394226  11.4242601   10.90761758  10.54003438
   7.53183295]"
4814,A,2,2016-10-10,66,"[ 10.20924626  12.43811224  10.10003766   7.19216096   5.71873932
   5.70925333]"
4815,A,2,2016-10-10,67,"[ 10.58415024  10.58316425  10.3653049    9.08251377   8.9613735
   7.36379682]"
4816,A,2,2016-10-10,68,"[ 11.18672662  10.86043495   8.5515272    8.77949104   9.19284737
   3.11336435]"
4817,A,2,2016-10-10,69,"[ 11.65054005  11.98106873   8.73548813   7.78195489   7.31813562
   7.70406475]"
4818,A,2,2016-10-10,70,"[ 14.16881165  15.90256329  14.88215488  14.17028317   4.43378931
  19.40697014]"
4819,A,3,2016-07-19,4,"[ 12.7039627   11.17424242  10.24096386  10.07556675  10.34482759
  12.15469613   8.9100346    5.86833482]"
4820,A,3,2016-07-19,7,"[ 13.97518379  13.50244181  13.65930801  13.34809076  13.42244808
  13.52587859  11.7242161    7.27639474]"
4821,A,3,2016-07-19,9,"[ 14.57219251  14.56790123  14.59227468  14.54545455  14.51612903
  11.80679785  10.24875622   5.03965208]"
4822,A,3,2016-07-19,14,"[ 10.4966322   11.68415708  11.290828    11.23872777  11.0211039
  11.52686023  10.51220756   7.50931797]"
4823,A,3,2016-07-19,16,"[ 10.6134372   10.98696462  11.18421053  11.5942029   11.53846154
  12.30577999   2.82075859   3.4953868 ]"
4824,A,3,2016-07-19,18,"[ 10.32221658  11.34558766  11.70756531  11.1550782   11.02040816
  10.4798177    5.65066956   9.73914861]"
4825,A,3,2016-07-19,19,"[ 10.70872502   9.15287059  10.22399279  10.26846045  10.61353931
  12.30885784  10.82290024   8.56017376]"
4826,A,3,2016-07-19,20,"[  7.80231191   9.80363117  10.69778174  10.04296652   9.88002468
  10.56159786   5.67658082   7.20573354]"
4827,A,3,2016-07-19,21,"[ 10.59991988  11.87571815  11.92828529  11.51138716   9.60924601
  11.06521333   9.06287225   5.2985367 ]"
4828,A,3,2016-07-19,22,"[ 10.89997901   9.17955719   8.13670317   8.49234881   7.95329056
  11.7315738    6.25252192   6.61919117]"
4829,A,3,2016-07-19,23,"[  9.02206634   8.75417391   8.4344892    7.25369002   8.07447855
   8.53657381  11.39124331  11.60422412]"
4830,A,3,2016-07-19,24,"[ 9.02116246  8.96616082  7.58985799  7.69018358  6.96836097  9.99501087
  4.93875892  6.24247184]"
4831,A,3,2016-07-19,25,"[ 8.70863113  7.73091402  8.50184601  7.83997576  6.65480846  7.40663171
  5.3235218   5.44801246]"
4832,A,3,2016-07-19,26,"[  7.66233105   7.90294901   7.18086446   7.64061782   8.05464903
  10.06700067   5.91769796   8.66384045]"
4833,A,3,2016-07-19,27,"[  8.15244647  11.91744067  10.44742971  11.88837739  10.91142083
   6.57934933   2.40450175   5.95339211]"
4834,A,3,2016-07-19,28,"[ 11.50869899  11.8543722   10.78466674   9.01776566  10.54002826
   7.8691177    4.73027436   4.15475614]"
4835,A,3,2016-07-19,29,"[ 13.97065394  14.51651642  13.2939837   11.43987122  11.19091752
  12.34029412   5.27310508   6.02404151]"
4836,A,3,2016-07-19,30,"[  9.06445069   9.48145122   8.53372429  10.60813325  10.5451673
  13.16724016   7.59250799  11.60783935]"
4837,A,3,2016-07-19,31,"[ 8.35383487  8.41279447  8.64435333  8.57966906  6.21188237  7.14536648
  7.55631191  8.19328624]"
4838,A,3,2016-07-19,32,"[  8.84739908  10.95047606  10.05835886   9.20098733   8.40504977
   9.28301926   5.86617493   8.9096992 ]"
4839,A,3,2016-07-19,33,"[ 10.45644194  10.95374215  10.40628979  10.13163308  10.54620206
  11.90836015   8.4071177    6.05786804]"
4840,A,3,2016-07-19,34,"[ 12.12450989  11.75763615  12.18780625  12.75362039  13.13742636
  14.64367242  11.41216948   7.020555  ]"
4841,A,3,2016-07-19,35,"[  9.64855116  11.0885785   10.70453913  11.71062667  12.56375418
  13.63720433   9.27179149   9.94880392]"
4842,A,3,2016-07-19,36,"[ 11.51812161  11.55287092  12.15320911  12.6887501   13.11492352
  12.66176573   9.66580593   3.99449866]"
4843,A,3,2016-07-19,37,"[ 12.07418588  15.80279383  15.08832998  12.96989606  11.96210725
  13.5669466    9.55746659   7.47722022]"
4844,A,3,2016-07-19,38,"[ 11.38860093  11.91196056  11.66500921  11.80727467  11.05812891
  11.74640064  11.56614952   7.81010957]"
4845,A,3,2016-07-19,39,"[ 11.91151654  11.34243922  11.7046505   11.37412193  11.22172257
  12.30286753   9.86493076   5.82601657]"
4846,A,3,2016-07-19,40,"[ 11.00936945  11.62966239  11.69372693  11.80237435  11.91567389
  12.65862671  11.04298177   7.10745388]"
4847,A,3,2016-07-19,41,"[ 10.78432486  11.09522294  10.55145775   9.54501735  12.4941079
  14.20149423  10.67787884   9.13980136]"
4848,A,3,2016-07-19,42,"[ 10.10624289   9.44569938  11.37798082  10.09382107  10.23680701
  12.10065127  10.56602902   7.2666881 ]"
4849,A,3,2016-07-19,43,"[ 11.08385174  10.72962613   9.88703309   9.15592484   8.25358651
  11.29917661   8.90619044   7.11878997]"
4850,A,3,2016-07-19,44,"[ 11.18464389  10.27106217   8.38270669   8.99246167   9.45405405
  11.1373206    8.98377179   6.87026382]"
4851,A,3,2016-07-19,45,"[ 11.59711683  13.09216732  13.83431729  13.6881826   13.47390388
  14.91588444  12.62062494   6.81229291]"
4852,A,3,2016-07-19,46,"[ 11.29226936  11.7145958   10.70109297  10.39149355  10.43675958
  12.3640222    9.74362222   5.57843914]"
4853,A,3,2016-07-19,47,"[ 10.9978402   10.31478629   8.75658987   8.33793203   7.24304298
   9.07965149   6.78997052   8.66881912]"
4854,A,3,2016-07-19,48,"[ 11.47405118  12.21697738  11.80623175  10.79896019  10.28959651
  11.29596839   6.1738338   10.9464089 ]"
4855,A,3,2016-07-19,49,"[ 10.31126138  11.2027693   10.95597406  11.4127205   10.9258227
  12.25641079  10.25328844   6.44146615]"
4856,A,3,2016-07-19,50,"[ 11.25795512  11.69938567   9.93086103   9.87920989  10.67885441
  11.71414536   7.25178398   6.55811575]"
4857,A,3,2016-07-19,51,"[ 12.31102904  11.04972961   9.97208234   8.94003827   7.46007308
  10.63901308   6.63762128   5.66662169]"
4858,A,3,2016-07-19,52,"[ 10.45607316   9.91702804   9.07233775   9.08923736   8.11517948
  11.08172399   6.75523978   8.95546939]"
4859,A,3,2016-07-19,53,"[  7.73046109   8.72491293  10.23555273  10.12891287  10.25049286
  10.5946929    8.7453396    9.16751493]"
4860,A,3,2016-07-19,54,"[ 10.51927123  11.87511269   8.16205217   6.88216495   6.98780488
  10.64945117   8.09602672   8.04892787]"
4861,A,3,2016-07-19,55,"[  9.21548035   8.61715806   7.63011296   8.90603818   8.10728146
  10.01115387   8.16728159   6.67022448]"
4862,A,3,2016-07-19,56,"[  7.8460444    7.35468213   7.34090339   6.51998185   4.62248916
   5.28096434  15.4317926   14.82114856]"
4863,A,3,2016-07-19,57,"[ 12.86894923   8.71491876   9.34065934  13.46801347  14.28571429
  11.49158445  11.20174008   3.90717969]"
4864,A,3,2016-07-19,58,"[  9.6310088   11.06040788   9.8319724   10.53936919  10.67632405
  11.74707066   7.53857065   5.40238683]"
4865,A,3,2016-07-19,59,"[  8.47651754   9.28927235   8.97220945   8.5638459    8.83817293
  10.52751875   7.15145086   5.25307035]"
4866,A,3,2016-07-19,60,"[  8.58267717   8.58806405   8.58585859   8.58369099   8.57142857
  11.05527638   6.98305085   5.46918379]"
4867,A,3,2016-07-19,61,"[  8.61660079   7.8042328    7.79816514   4.72813239  12.           9.28270042
   8.74363328   7.41996234]"
4868,A,3,2016-07-19,62,"[ 8.38461538  7.375       8.25242718  8.19672131  5.80645161  9.28705441
  8.77716233  6.49521925]"
4869,A,3,2016-07-19,63,"[ 16.74279822  15.14614524  15.74790908   9.80469318   6.80981091
  10.02975153   5.47170919  12.14514151]"
4870,A,3,2016-07-19,64,"[  9.04470872   9.45034019   8.69684816  10.64209531  12.24263397
  12.14625092   8.24017352   6.26942711]"
4871,A,3,2016-07-19,66,"[ 6.90310323  7.70234987  8.99470899  8.90868597  8.91089109  8.49056604
  6.32289748  3.69953052]"
4872,A,3,2016-07-19,67,"[ 10.25577807  11.43751121  11.42158891  11.7006297   12.71259064
  11.26585832   9.92273107   8.39618755]"
4873,A,3,2016-07-19,71,"[ 19.53405018   7.43073048  21.25        21.16402116  21.42857143
  21.19914347  10.91101695   5.04094166]"
4874,A,3,2016-07-20,0,"[ 14.49468085  14.4963145   14.46808511  14.49275362  14.51612903
  11.69521559  11.10512129   7.02317291]"
4875,A,3,2016-07-20,1,"[ 13.93861893  15.44502618  15.17857143  14.08450704  12.85714286
  15.40856031  12.53804017  11.83183183]"
4876,A,3,2016-07-20,4,"[ 13.0071599   12.09016393   9.79827089  10.05025126   9.7826087
  10.92112521   8.53709076   6.75351388]"
4877,A,3,2016-07-20,5,"[ 12.94593057  13.07318451  12.50776251  12.53132832  12.53869969
  11.63781404   8.08455343   4.73506972]"
4878,A,3,2016-07-20,7,"[  8.49571317   9.91596639  11.40939597   9.23787529  10.71428571
  13.15614618  12.34272019   8.17766708]"
4879,A,3,2016-07-20,10,"[ 11.8103038   12.84936479  12.85237744  12.87115969  12.81480046
  12.45386591   7.83646432   5.65170477]"
4880,A,3,2016-07-20,12,"[  8.769107     8.7667162    8.7628866    8.77192982   8.73786408
  11.0738255    2.62019842  10.33578174]"
4881,A,3,2016-07-20,13,"[  9.53630796  15.40469974  15.17857143  15.50387597  12.32876712
  13.44195519  11.50195422   8.12706271]"
4882,A,3,2016-07-20,16,"[ 14.4124563   12.91466533  12.61483277  12.61056481  12.66233766
  12.62273365   9.27348043   7.3833805 ]"
4883,A,3,2016-07-20,17,"[  7.99120235   8.36879433   8.37438424   8.36820084   8.33333333
   8.36501901   2.55139955  11.90332326]"
4884,A,3,2016-07-20,18,"[  9.57820738  12.29166667  12.54612546  12.57861635  12.5         10.79607415
   5.08014797  11.9538835 ]"
4885,A,3,2016-07-20,20,"[  8.90522876   9.33544304   9.60451977  10.33591731  10.22727273
  14.24460432  11.77142857   8.25995807]"
4886,A,3,2016-07-20,21,"[  7.45258783   7.2372788    8.04849108   8.44712606   8.6519526
  12.14475588   5.07910873   5.62974598]"
4887,A,3,2016-07-20,22,"[ 9.38550373  4.57323178  6.97648625  7.68921788  5.93275076  8.42823807
  6.14316898  4.72629805]"
4888,A,3,2016-07-20,23,"[ 9.48750599  9.29710668  7.92300499  7.2734479   7.02388274  9.23947551
  5.90588136  6.92387478]"
4889,A,3,2016-07-20,24,"[ 9.23399106  8.4691282   7.85114935  8.10244806  8.42109852  8.79233852
  5.25258408  6.18061302]"
4890,A,3,2016-07-20,25,"[ 8.47312457  8.15201324  7.51806525  6.52272404  5.52051612  5.28854127
  4.61960767  6.61176224]"
4891,A,3,2016-07-20,26,"[ 5.82497078  3.40277465  3.01613806  3.59094364  2.87533883  3.16457461
  3.18298384  5.8130822 ]"
4892,A,3,2016-07-20,27,"[ 6.35078192  4.27229048  4.00190388  3.50722636  4.03638914  5.09641304
  3.21826356  5.49040467]"
4893,A,3,2016-07-20,28,"[ 3.82294826  2.88817183  2.57819072  2.95013354  3.79064615  4.33641857
  4.71625482  5.55504452]"
4894,A,3,2016-07-20,29,"[ 4.07297595  2.86247715  3.05992825  4.21259545  4.17373327  5.62391994
  2.56110374  4.79058127]"
4895,A,3,2016-07-20,30,"[ 7.86537009  5.93078022  4.63931255  6.22886146  6.38682746  7.4828781
  3.03715938  7.76493369]"
4896,A,3,2016-07-20,31,"[ 10.94435223  11.41282926  10.76349018  10.64581537   9.88133553
  11.23974215   8.05757869   6.26069436]"
4897,A,3,2016-07-20,32,"[ 11.08850458   9.45512821   8.35380835   9.56937799  10.97560976
  10.93318609   7.1230982    3.58965015]"
4898,A,3,2016-07-20,33,"[ 10.22690466  12.65614292  11.00082454  10.93701174  11.21580547
  14.2326468    7.03923393   8.39797039]"
4899,A,3,2016-07-20,34,"[  3.89712924   9.71170744   9.20857373   9.27902736   9.11254199
   9.46729045  11.04642514   7.73897189]"
4900,A,3,2016-07-20,35,"[ 11.67784223  12.36834229  11.74095088  10.61009824  10.46852857
  11.30562855   7.85492084   7.23901629]"
4901,A,3,2016-07-20,36,"[  8.93627506   9.77029445   9.71133152   9.13276362   9.05023127
  11.66350684   6.98591293   8.35155016]"
4902,A,3,2016-07-20,37,"[ 11.45081206   9.82970058   7.72328527   8.72050009   7.97179051
  11.11949381   5.95819383  13.03804346]"
4903,A,3,2016-07-20,38,"[ 7.89368704  8.3433814   8.12848421  7.80544477  7.21181728  7.22787915
  7.35244166  7.34209273]"
4904,A,3,2016-07-20,39,"[ 11.31168354  12.25512146  12.03720083  10.84242293  11.56696138
  12.78876297  10.73037044   5.81150604]"
4905,A,3,2016-07-20,40,"[ 10.42743598  10.37011791   9.87738172  10.53154682  11.0869853
  13.7058715    8.51968886   4.11557586]"
4906,A,3,2016-07-20,41,"[ 10.39285507  10.29653957   9.22816473  10.07319323   9.96183165
  11.55205808   9.35214213   6.8735721 ]"
4907,A,3,2016-07-20,42,"[ 11.51818553  11.23916911  10.67872651  11.56346274  10.84395272
  11.20091753   9.8514062    7.86029663]"
4908,A,3,2016-07-20,44,"[ 7.60418148  9.46689569  8.29913545  8.24644239  7.99475262  8.61406289
  6.80158145  5.05154599]"
4909,A,3,2016-07-20,45,"[ 8.96624051  7.63688016  7.76442539  8.79181987  9.05075763  8.01036338
  9.93839823  6.2439894 ]"
4910,A,3,2016-07-20,46,"[ 12.03009278  12.48322507  11.80975171  12.01190785  12.76974547
  13.76248576  10.71553089  10.05873548]"
4911,A,3,2016-07-20,47,"[  9.74515514   9.53430408   8.97645382   8.32244351   6.75685274
  10.23231852   9.13750765   6.31218498]"
4912,A,3,2016-07-20,48,"[ 12.71340803  13.21686087  11.77351419  12.08605727  12.01798808
  12.97777428   9.48666842  10.12803663]"
4913,A,3,2016-07-20,49,"[  8.34808056   7.78860359   7.19856254   7.16051861   6.36091927
  10.15356405   5.87286561   7.74694553]"
4914,A,3,2016-07-20,50,"[ 12.22081464  10.3577066   10.21600409   9.23838932   9.04946132
  10.83306032   8.62035264   4.83270653]"
4915,A,3,2016-07-20,51,"[ 10.89121435  11.27311249  11.46110583  11.71568249  12.00351219
  12.07676891   9.07283733   9.86528686]"
4916,A,3,2016-07-20,52,"[ 7.3095921   6.83465586  7.1391299   7.2603332   7.27942159  8.04554464
  4.43813774  6.10808968]"
4917,A,3,2016-07-20,53,"[ 13.0590678   12.8063168   11.67789829  11.0156135    9.252375
  11.50272809  11.60537126   9.95182247]"
4918,A,3,2016-07-20,54,"[  8.90457243  10.94851905  11.39426706  12.27961326  12.66005609
  11.17536873   8.90824587   5.94575168]"
4919,A,3,2016-07-20,55,"[ 10.71779744  11.75298805  10.72555205  10.98901099  10.97560976
  11.30136986   9.50184502   4.84148439]"
4920,A,3,2016-07-20,56,"[  8.98874006   7.62528101   3.58319388  11.31512697  11.24699278
  11.02226613   6.02999438  16.19323122]"
4921,A,3,2016-07-20,57,"[ 10.15548744  10.61643137   9.99909022   9.40520694   9.07988382
   9.77066912   7.52918605  10.90327334]"
4922,A,3,2016-07-20,58,"[ 9.6061071   9.66916059  7.72111902  6.9920716   7.49246042  8.31008101
  5.85791065  3.90411665]"
4923,A,3,2016-07-20,59,"[ 9.24118275  9.30252929  8.76110407  9.24074711  8.78342412  9.45644794
  7.7426978   5.35788017]"
4924,A,3,2016-07-20,60,"[  9.78152227  10.45338876   8.0480437    7.91615539   8.89549543
  11.2512802    8.39308847   4.97538142]"
4925,A,3,2016-07-20,61,"[  9.16008995   9.40433684   9.66558804  10.34920262  10.26999861
  10.92728582   7.314729     6.47344979]"
4926,A,3,2016-07-20,62,"[  8.53942685   7.13416482   8.13726331   8.99185678   7.3644414
  11.54411011   9.65776618   5.44297397]"
4927,A,3,2016-07-20,63,"[ 7.95620438  8.42857143  8.43672457  8.43881857  8.41121495  8.43270869
  0.75240148  1.95204122]"
4928,A,3,2016-07-20,64,"[  9.58245537   9.96246317  10.43700319  11.16154281  12.16133049
  12.50125113   9.0577465    6.58524839]"
4929,A,3,2016-07-20,65,"[ 8.87399872  9.11651914  9.08203315  9.3791738   9.28818933  9.58278866
  8.12782573  6.43265012]"
4930,A,3,2016-07-20,66,"[ 10.30663784  10.45728213  10.28062053   8.48794145  11.14714053
  11.60412597   9.71544479   7.52041966]"
4931,A,3,2016-07-20,67,"[  6.24641834  11.09022556  11.11111111  11.11111111  11.11111111
  13.52459016  17.71281169   6.15048392]"
4932,A,3,2016-07-20,68,"[  6.63017032   6.62921348   7.74487472   8.96860987   9.           8.9673913
   2.76993411  14.57100592]"
4933,A,3,2016-07-20,70,"[ 14.51398136  16.57303371  16.58536585  16.52892562  16.66666667
  16.55518395  12.95597484   3.59620299]"
4934,A,3,2016-07-20,71,"[ 10.06463527  12.55319149  15.38461538  15.81027668  16.07142857
  16.82242991   9.91815118   7.41437712]"
4935,A,3,2016-07-21,0,"[ 11.26033058  12.66094421  13.99176955  11.49425287  11.25        11.0367893
  10.0684262    8.21517932]"
4936,A,3,2016-07-21,1,"[ 11.68274384  12.06543967  11.18421053   7.57575758   4.3902439
   9.09090909  10.91679915   6.53399668]"
4937,A,3,2016-07-21,10,"[ 13.744815    13.57862935  12.90699015  13.17989361  13.44481605
  13.49775985  12.19071291   8.08523854]"
4938,A,3,2016-07-21,12,"[ 10.09425391  11.35627345  12.61887151  12.73276787  13.39634941
  13.48734339  11.27836857   7.16556568]"
4939,A,3,2016-07-21,16,"[ 13.83248731  13.81733021  13.82113821  13.84083045  13.84615385
  13.83647799   9.2252575    5.89820359]"
4940,A,3,2016-07-21,17,"[ 10.79207921  10.42402827  12.14285714  12.12121212  10.84337349
  12.39824671   9.72615675   2.68209666]"
4941,A,3,2016-07-21,19,"[ 14.91108071  14.21686747  13.99176955  10.95890411  10.34482759
  11.3078241   12.28384019   4.71066475]"
4942,A,3,2016-07-21,20,"[ 23.68490132  23.56793478  22.25603865  21.94317605  21.65322581
  23.23246659  23.10661635  20.37307498]"
4943,A,3,2016-07-21,21,"[ 9.0493573   8.49549633  7.85014164  6.98081238  6.65676526  6.24141123
  4.47670558  5.77792162]"
4944,A,3,2016-07-21,22,"[ 6.62477583  4.59761519  4.1868502   2.67054077  2.50813953  2.14896231
  4.77488924  6.44185855]"
4945,A,3,2016-07-21,23,"[ 7.94137541  6.91277925  6.63920888  5.66423281  5.07124927  4.07307218
  4.87762528  6.43788175]"
4946,A,3,2016-07-21,24,"[ 10.14981641   7.32544029   6.67986074   6.2219522    5.98964327
   7.08702065   6.73436717   7.25206178]"
4947,A,3,2016-07-21,25,"[ 9.62505372  8.24836563  6.71828968  6.4702383   5.03996466  9.72108398
  3.26421926  5.75001022]"
4948,A,3,2016-07-21,26,"[ 6.70356704  8.01630435  8.60759494  7.16845878  5.          6.7209776
  2.82230443  3.48179569]"
4949,A,3,2016-07-21,32,"[ 7.32896385  8.16936516  8.95616484  8.41293869  8.42245989  8.93203079
  6.474887    6.84257223]"
4950,A,3,2016-07-21,33,"[ 10.52629275  10.77289819   9.83117776   8.77831933   8.01972831
  10.2549324    6.35687162   5.26022768]"
4951,A,3,2016-07-21,34,"[ 13.42364532  16.38888889  15.81395349  14.98127341  15.           9.51923077
   7.04514364   5.72175428]"
4952,A,3,2016-07-21,35,"[ 11.05476673  10.47957371  10.59190031  10.3626943    9.57446809
  11.47161066  10.62403301   9.85985986]"
4953,A,3,2016-07-21,36,"[ 8.07085128  8.44956089  7.82387027  7.86295636  7.35532162  7.58138479
  5.75464643  6.87956414]"
4954,A,3,2016-07-21,38,"[  8.68477762  11.43099017  11.50313908  11.13097603  10.79575516
  12.10901584   9.90461811   7.34921713]"
4955,A,3,2016-07-21,39,"[ 10.18271585   9.90133012   8.6509496    8.31981882   7.74334127
   9.70422961   5.78677603   9.57692121]"
4956,A,3,2016-07-21,40,"[ 10.40799465  10.61876575  11.00186049  11.41592959  10.95937582
  13.15403755  10.52052266   5.06745553]"
4957,A,3,2016-07-21,41,"[  8.89343427  11.13220627  10.74743469  10.78028039  12.19983823
  13.14370471   8.88167829   5.28467229]"
4958,A,3,2016-07-21,42,"[ 10.76120002   9.72999364  10.8999347   11.0206903   11.35868508
  11.96530014   8.67770242   5.73499795]"
4959,A,3,2016-07-21,43,"[ 11.09771695  11.75870983  11.38791929  10.90322183  10.2200355
  10.6231693    9.77275077   5.97119087]"
4960,A,3,2016-07-21,44,"[ 15.17764994  16.31104194  16.21764915  13.60597576  13.94200598
  13.98543484  11.69696385   7.15377955]"
4961,A,3,2016-07-21,45,"[ 10.84432611  11.80501265  12.51805957  11.63439567  10.94707225
  11.53175767   9.5574186    7.0446242 ]"
4962,A,3,2016-07-21,46,"[ 10.36590404  11.08778837  10.0733682    9.50284601  10.45357544
  11.66998374   9.46567996   7.45915232]"
4963,A,3,2016-07-21,47,"[ 11.52338249  12.01935177  11.58653184  11.35795222  11.2203596
  12.9588686    8.56808128   6.44049   ]"
4964,A,3,2016-07-21,48,"[  8.90322954   9.85752724   9.16810104   9.13846873   9.36786274
  10.37808452   8.4959675    6.8773847 ]"
4965,A,3,2016-07-21,49,"[ 10.44264871  10.45281436  10.05602431  10.82457481  11.12017866
  12.05039559  10.05426103   4.47900473]"
4966,A,3,2016-07-21,50,"[ 13.08523409  10.82568807  10.49382716  10.3626943   10.          11.47161066
   8.69198312   8.17088345]"
4967,A,3,2016-07-21,51,"[ 11.88621164   9.59898848   9.52742734   9.279927     8.311676
  11.00048356  10.67679368  10.08669706]"
4968,A,3,2016-07-21,52,"[  7.91191889  10.75735922  10.14799748  10.96405721  11.03196994
  12.0292908   10.85544592   7.58297592]"
4969,A,3,2016-07-21,53,"[  9.12396143   9.48680907   7.82269288   7.90547936   7.93571429
  12.07948995   9.56399328   7.54148502]"
4970,A,3,2016-07-21,54,"[ 10.01799817   9.82696289   9.59608919   9.14510315   8.93479164
   9.81465551   7.64308147   6.72584034]"
4971,A,3,2016-07-21,55,"[  9.59831922   9.13822608   8.66426413   9.10707432   9.29928068
  11.11860553   6.99843678   7.11559825]"
4972,A,3,2016-07-21,56,"[ 10.22019981  11.81138538  10.76280717   8.52942111  10.35292829
  10.62247406   6.45311527  10.80476466]"
4973,A,3,2016-07-21,57,"[ 11.89534874  12.19234718  12.09066065  11.44366335  11.4114011
  12.08975977   8.74232327   6.65668438]"
4974,A,3,2016-07-21,58,"[  9.52616473   9.42512787   9.35910789   9.46716825   9.75849286
   9.46495414  11.83688482  10.03541245]"
4975,A,3,2016-07-21,59,"[ 10.81119828   8.22400195   6.7587126    7.46091122   7.95387721
   7.8119056    8.21789625   6.00031087]"
4976,A,3,2016-07-21,60,"[ 10.61618027   9.24054235   8.974578     9.18371119   8.72755494
   9.96322983   8.01047024   4.793843  ]"
4977,A,3,2016-07-21,61,"[  7.56655251   8.95857041  14.26329959  13.06425423  11.42468548
  10.19662921   7.66987403   5.53962443]"
4978,A,3,2016-07-21,62,"[ 10.82423039  11.5234375    9.31506849  11.3960114   11.39240506
  11.70212766   7.7560241    9.98479473]"
4979,A,3,2016-07-21,63,"[ 12.04419889  12.04081633  12.05673759  12.04819277  12.          12.05112599
  12.04678363   9.07415937]"
4980,A,3,2016-07-21,64,"[  9.54465849  10.90573013  11.00323625  10.38961039  10.84337349
  11.59250585  10.65700983   6.22039785]"
4981,A,3,2016-07-21,65,"[ 10.94851415   9.5102218   12.10358839  11.72724217  11.22057286
  10.54883433   7.96429025   6.21940891]"
4982,A,3,2016-07-21,66,"[  6.81417826  12.66756418   9.49179095   8.7600745   15.18367347
  12.05850554   7.68864268   6.82823027]"
