,intersection_id,tollgate_id,starting_time,travel_time,time_window,week,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
523,A,2,2016-10-19,63.81,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 8.33333333  8.33333333  8.33333333  8.33333333  8.33333333  4.02247856],109;59;34;40;6;136,384,6.01786553832
524,A,3,2016-10-19,93.35,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 11.64529915  14.18269231  12.78195489  10.98901099   6.29370629
  11.64705882  11.61872532   5.136897  ]",109;59;34;40;9;198;206;197,852,9.12694161757
525,A,3,2016-10-19,121.25999999999999,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 7.19471947  9.26216641  9.60451977  7.84313725  7.25806452  8.71862616
  8.25982358  4.66161855]",109;59;34;40;9;198;206;197,852,7.02622464127
526,A,3,2016-10-19,82.15,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 13.34149327   9.39490446  10.625        8.54700855   8.03571429
  11.79976162   8.39788015  10.85399449]",109;59;34;40;9;198;206;197,852,10.3712720633
527,A,3,2016-10-19,90.87,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 13.08523409   9.11901082  12.40875912   8.36820084   8.25688073
  11.69521559   8.67733783   7.33159658]",109;59;34;40;9;198;206;197,852,9.37603169363
528,A,3,2016-10-19,232.41,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 6.32984901  4.85996705  5.60131796  5.6022409   4.89130435  4.25257732
  2.4972724   3.37271015]",109;59;34;40;9;198;206;197,852,3.66593520072
529,A,3,2016-10-19,229.95,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 7.65987351  5.8531746   4.80905233  2.25479143  2.75229358  5.13086292
  2.54164096  3.39948231]",109;59;34;40;9;198;206;197,852,3.70515329419
530,C,1,2016-10-19,250.6,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[  8.87230514  12.12962963  13.69168357  11.84316896   4.97873405
   2.09342561   7.2555205   10.91570649   9.11062907   2.12881111  15.          15.        ]",107;131;135;293;199;121;23;180;84;118;15;144,1550,6.1851556265
531,C,1,2016-10-19,230.93,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 12.42740999  11.86594203  13.97515528  11.68261563   5.03033367
   2.07049966   8.3032491   10.78490114   9.63302752   7.138536
   5.59701493   4.6556741 ]",107;131;135;293;199;121;23;180;84;118;15;144,1550,6.71199064652
532,B,3,2016-10-19,72.55,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 7.52895753  9.26517572  7.74647887  2.80830281  6.44844517],78;58;121;23;197,477,6.57477601654
533,A,3,2016-10-19,145.07,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  7.97366496  12.88209607  15.59633028  14.98127341  15.          15.60283688
   2.55266419   7.01816886]",109;59;34;40;9;198;206;197,852,5.87302681464
534,A,3,2016-10-19,84.23,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  9.34819897  13.05309735  10.           9.04977376   8.57142857
  12.70044901   8.02180685  10.80636314]",109;59;34;40;9;198;206;197,852,10.115160869
535,B,3,2016-10-19,68.61,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 10.09055627  10.05199307  10.05818786  10.04366812   5.1023051 ],78;58;121;23;197,477,6.95233930914
536,B,3,2016-10-19,65.1,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 10.54054054  10.26548673   9.05688623   3.42771982   6.33440514],78;58;121;23;197,477,7.32718894009
537,A,2,2016-10-19,37.29,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 12.52873563  13.59447005   6.10412926  10.          10.          10.23325809],109;59;34;40;6;136,384,10.2976669348
538,B,3,2016-10-19,130.7,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[  9.64153276  10.13986014   2.34769111   2.10045662   4.21841542],78;58;121;23;197,477,3.64957918898
539,A,2,2016-10-19,56.75,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 7.72501772  8.03814714  8.03782506  8.03212851  8.          5.2815534 ],109;59;34;40;6;136,384,6.76651982379
540,A,2,2016-10-19,59.53,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 11.40167364   9.29133858   9.60451977   8.19672131   3.77358491
   4.05606919]",109;59;34;40;6;136,384,6.45052914497
541,C,3,2016-10-19,200.7,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;1,"[ 10.82995951  10.82644628  10.61320755  10.13490142   7.01445189
   2.61508537   3.50076104   3.73814042]",107;131;135;293;199;121;23;197,1206,6.00896860987
542,A,3,2016-10-19,83.5,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 11.73304629  12.66094421  12.78195489  13.28903654  13.63636364
  14.78715459  10.92838196   6.25396825]",109;59;34;40;9;198;206;197,852,10.2035928144
543,C,1,2016-10-19,146.84,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 12.66272189  16.05392157  15.35836177  12.93027361  10.70467994
   8.38530839   8.55018587   8.53889943   8.53658537   8.53835022
   8.52272727   9.09090909]",107;131;135;293;199;121;23;180;84;118;15;144,1550,10.5557068919
544,A,2,2016-10-19,49.61,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 7.72501772  7.72251309  7.72727273  7.72200772  7.69230769  7.72288472],109;59;34;40;6;136,384,7.74037492441
545,A,3,2016-10-19,110.66,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  9.00826446  13.25842697  13.22957198  13.24503311   2.43902439
  11.51162791   5.81264108   6.03184323]",109;59;34;40;9;198;206;197,852,7.69925899151
546,B,1,2016-10-19,117.02,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,"[  7.44274809   5.47686497   4.74882261   5.75        10.21566402
   8.06142035   8.99390244  10.06711409   6.25543006]",78;58;121;23;180;84;118;15;144,821,7.01589471885
547,C,1,2016-10-19,178.91,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 12.3699422   13.43589744  13.78958121  12.77244987   6.97511392
  10.7747106   10.           9.2449923    8.9456869    2.84405881
  11.19402985  11.15414407]",107;131;135;293;199;121;23;180;84;118;15;144,1550,8.66357386395
548,A,2,2016-10-19,38.21,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 10.          13.40909091  11.18421053  10.41666667   9.67741935
   8.94148586]",109;59;34;40;6;136,384,10.0497252028
549,A,3,2016-10-19,179.64,47,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  2.42599599   2.42598684   2.42683797   3.17460317   0.51487414
  11.89189189  10.00971817   6.87849162]",109;59;34;40;9;198;206;197,852,4.74281897128
550,B,1,2016-10-19,153.49,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,"[  2.99079755   9.74789916   6.09264854   2.85006196   4.86223663
  11.0817942   10.40564374   9.93377483   4.17512322]",78;58;121;23;180;84;118;15;144,821,5.34888266337
551,B,3,2016-10-19,150.94,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[  7.31021556   9.43089431   1.38112088  10.13215859   4.69718646],78;58;121;23;197,477,3.16019610441
552,A,2,2016-10-19,80.92,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 10.01838235   9.10493827   6.99588477   6.7114094    3.65853659
   2.67085625]",109;59;34;40;6;136,384,4.7454275828
553,A,2,2016-10-19,107.27,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 13.16425121  10.55456172   8.94736842   6.41025641   4.5112782
   1.65309347]",109;59;34;40;6;136,384,3.57975202759
554,A,3,2016-10-19,74.27,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 13.86768448  14.25120773  12.97709924  12.08459215  10.84337349
  11.90619363  11.56653565   9.26187118]",109;59;34;40;9;198;206;197,852,11.471657466
555,C,3,2016-10-19,166.07,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;1,"[ 12.07674944   9.88679245  20.99533437  12.26968174   8.24016563
   4.01459854   4.01396161   4.01467292]",107;131;135;293;199;121;23;197,1206,7.26199795267
556,B,3,2016-10-19,142.23000000000002,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 4.52698781  3.65239295  4.37138728  2.53025303  2.97448286],78;58;121;23;197,477,3.35372284328
557,A,2,2016-10-19,36.41,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 13.02270012  12.55319149  10.65830721   9.32400932   9.375        8.82543803],109;59;34;40;6;136,384,10.5465531447
558,A,3,2016-10-19,92.64,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 12.33031674  12.34309623   4.4973545   13.37792642  13.43283582
  12.3518403    8.67003367   6.87849162]",109;59;34;40;9;198;206;197,852,9.19689119171
559,A,3,2016-10-19,73.25,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 13.59102244  11.96754564  11.56462585  14.44043321  16.66666667
  17.3380035   13.455258     7.2293578 ]",109;59;34;40;9;198;206;197,852,11.6313993174
560,B,3,2016-10-19,129.99,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 3.59116022  6.04166667  2.65176419  3.18559557  4.47829052],78;58;121;23;197,477,3.66951303946
561,A,3,2016-10-19,126.84,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  9.90909091   9.45512821   8.58585859  10.20408163  10.22727273
  12.63560944   9.11907924   3.13494589]",109;59;34;40;9;198;206;197,852,6.71712393567
562,A,2,2016-10-19,35.58,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 10.81349206  10.80586081  10.82802548  10.81081081  10.90909091
  10.81081081]",109;59;34;40;6;136,384,10.7925801012
563,A,2,2016-10-19,63.79,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 6.24284078  5.96562184  5.96491228  5.97014925  5.94059406  5.96752962],109;59;34;40;6;136,384,6.01975231227
564,B,3,2016-10-19,82.72,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[  7.96731359   7.34177215   6.12038442  11.73469388   4.7219559 ],78;58;121;23;197,477,5.7664410058
565,A,2,2016-10-19,60.59,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[  4.98399634  18.97106109   3.71179039   5.9970015    6.           7.31576116],109;59;34;40;6;136,384,6.33767948506
566,A,2,2016-10-19,74.23,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 5.60988163  5.61370124  5.61056106  5.61009818  5.60747664  4.49884221],109;59;34;40;6;136,384,5.17311060218
567,A,3,2016-10-19,77.36,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 10.20599251  12.77056277  12.59259259  12.2324159   11.84210526
  12.67605634  11.010155     9.22284644]",109;59;34;40;9;198;206;197,852,11.0134436401
568,A,2,2016-10-19,78.64,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[  4.9232159   32.96089385  33.00970874   9.52380952   5.82524272
   2.79605263]",109;59;34;40;6;136,384,4.88301119023
569,C,1,2016-10-19,322.31,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[  8.4384858   12.47619048  10.33690658   5.47970825   4.03160454
   2.84037559   1.85633575   2.82840981   5.16605166   8.5075703
  11.36363636   4.59916959]",107;131;135;293;199;121;23;180;84;118;15;144,1550,4.80903478018
570,A,3,2016-10-19,85.18,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 12.83863369  12.82608696  12.83018868  12.82051282  12.85714286
  11.558669    10.43566363   6.75119945]",109;59;34;40;9;198;206;197,852,10.002347969
571,B,3,2016-10-19,86.77000000000001,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[  6.39868745   9.16271722  10.20236088   7.56578947   3.88024424],78;58;121;23;197,477,5.49729169068
572,B,3,2016-10-19,121.78999999999999,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 5.49295775  7.55208333  2.1484375   7.74410774  5.07862851],78;58;121;23;197,477,3.91657771574
573,C,1,2016-10-19,228.42,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 10.44921875  13.03482587  11.93633952  10.43075828   3.23840521
   9.73451327  11.2745098   13.50337584  10.25641026   1.96404794
  13.76146789  13.81957774]",107;131;135;293;199;121;23;180;84;118;15;144,1550,6.78574555643
574,A,2,2016-10-19,68,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 7.9970653   7.99457995  8.          8.          8.          3.67567568],109;59;34;40;6;136,384,5.64705882353
575,B,3,2016-10-19,125.32,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 10.74380165  10.7606679    1.43313988   3.65079365   9.24015009],78;58;121;23;197,477,3.80625598468
576,A,2,2016-10-19,70.41,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[  8.769107     8.99390244   2.23537147   5.00625782  10.71428571
   4.96169281]",109;59;34;40;6;136,384,5.4537707712
577,B,3,2016-10-19,104.24,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 3.34907686  8.14606742  2.46586509  9.74576271  9.73320158],78;58;121;23;197,477,4.57597851113
578,B,3,2016-10-19,105.38,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[  9.42028986  10.43165468   2.22508275   9.3877551    5.90173757],78;58;121;23;197,477,4.52647561207
579,B,3,2016-10-19,107.83,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[  9.33014354  10.8411215    8.1701553    0.52511416   5.65604364],78;58;121;23;197,477,4.42362978763
580,A,3,2016-10-19,126.12,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  9.9908341   10.47957371  12.40875912  12.26993865  12.16216216
  13.17365269  10.38830055   2.89195537]",109;59;34;40;9;198;206;197,852,6.75547098002
581,C,1,2016-10-19,165.01,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 11.50537634  14.41144114  15.86368978  13.98568019  13.70523416
  14.31952663  12.29946524  11.49425287   8.73180873  10.26086957
   8.10810811   2.71646859]",107;131;135;293;199;121;23;180;84;118;15;144,1550,9.39337009878
582,C,1,2016-10-19,188.48,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 10.43902439   9.91672975  25.42372881  11.41410206  10.17902813
  10.17661901  10.17699115  10.17524025   6.37813212   2.27228962
   9.31677019   9.30232558]",107;131;135;293;199;121;23;180;84;118;15;144,1550,8.22368421053
583,A,3,2016-10-19,103.59,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  8.49571317   9.86622074  10.82802548  10.8401084   10.84337349
  10.83150985   7.79712339   6.04479902]",109;59;34;40;9;198;206;197,852,8.224732117
584,B,1,2016-10-19,125.24,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,"[ 6.62701784  6.62857143  6.62650602  6.62824207  6.62739323  6.62460568
  6.6254913   6.63716814  6.47482014]",78;58;121;23;180;84;118;15;144,821,6.55541360588
585,A,2,2016-10-19,67.55,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 7.04134367  5.32010821  5.32081377  5.31914894  5.30973451  5.32289628],109;59;34;40;6;136,384,5.68467801628
586,B,1,2016-10-19,134.48,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,"[ 6.13207547  6.13107822  6.1327927   6.13333333  6.13287905  6.13138686
  6.13305613  6.12244898  6.13287905]",78;58;121;23;180;84;118;15;144,821,6.10499702558
587,A,3,2016-10-19,77.66,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  9.94525547  13.31828442  10.           8.92857143   8.82352941
  12.75773196  10.19297378  11.15515289]",109;59;34;40;9;198;206;197,852,10.9708987896
588,A,2,2016-10-19,100.02,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[  7.69230769   6.46929825  17.17171717   3.91772772   4.8          2.12433614],109;59;34;40;6;136,384,3.83923215357
589,C,1,2016-10-19,155.21,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 11.06514995  12.22014925  12.23934723  10.23402026  10.44619423
  11.36150235  11.73469388  12.29508197  13.50482315  11.78821179   9.375
   4.76663357]",107;131;135;293;199;121;23;180;84;118;15;144,1550,9.98646994395
590,A,2,2016-10-19,59.95,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 9.21386306  5.67853705  5.67612688  5.67375887  5.66037736  5.67849687],109;59;34;40;6;136,384,6.40533778148
591,B,3,2016-10-19,135.07999999999998,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 8.73460246  9.23566879  1.76256373  7.2327044   4.37000887],78;58;121;23;197,477,3.53124074622
592,A,2,2016-10-19,54.04,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 8.52895149  8.52601156  8.52130326  6.55737705  5.88235294  5.90277778],109;59;34;40;6;136,384,7.10584752036
593,A,3,2016-10-19,134.22,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 10.79207921  10.06825939  10.0591716   10.07556675  10.11235955
   9.34844193   9.58585389   2.93067539]",109;59;34;40;9;198;206;197,852,6.34778721502
594,A,2,2016-10-19,74,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 5.76719577  5.76735093  5.76271186  5.76368876  5.76923077  4.38709677],109;59;34;40;6;136,384,5.18918918919
595,A,2,2016-10-19,35.9,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 10.51108968  11.3243762   11.33333333  11.33144476  11.32075472
   9.78417266]",109;59;34;40;6;136,384,10.6963788301
596,A,2,2016-10-19,46.19,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 11.29533679  10.08547009   5.87219344   6.2305296    9.67741935
   7.9115765 ]",109;59;34;40;6;136,384,8.31348776792
597,A,3,2016-10-19,167.67000000000002,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 10.51108968   9.70394737   8.33333333   9.59232614   8.03571429
   9.67741935   2.19991457   7.11962414]",109;59;34;40;9;198;206;197,852,5.08140991233
598,A,3,2016-10-19,209.12,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 11.09979633  11.09022556  11.11111111  11.11111111  11.11111111
   9.83606557   2.22871362   2.69420131]",109;59;34;40;9;198;206;197,852,4.07421576129
599,B,1,2016-10-19,72.12,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,"[  9.08032596   9.44625407   8.42618384   9.46502058  12.8663331
  14.21319797  14.21686747  14.28571429  14.22924901]",78;58;121;23;180;84;118;15;144,821,11.3838047698
600,C,1,2016-10-19,175.51,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,"[ 15.57496361   4.89902767  12.65229616  11.95918367  17.78373548
  20.09966777  20.1754386    5.88235294   8.05369128  12.01629328
  14.1509434    3.9441249 ]",107;131;135;293;199;121;23;180;84;118;15;144,1550,8.83140561791
601,A,3,2016-10-19,99.89,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 15.30898876  16.20879121  16.26794258  14.98127341  15.          12.40601504
   7.09366391   5.06556956]",109;59;34;40;9;198;206;197,852,8.52938232055
602,A,3,2016-10-19,125.97,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  5.36417323  14.42542787  15.17857143  14.70588235  13.84615385
  13.36032389   9.46256316   3.3406817 ]",109;59;34;40;9;198;206;197,852,6.76351512265
603,A,3,2016-10-19,143.47,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 9.85533454  9.68801314  8.33333333  7.33944954  5.38922156  9.7011269
  2.83005907  8.76724522]",109;59;34;40;9;198;206;197,852,5.93852373318
604,B,3,2016-10-19,147.43,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[ 7.06521739  8.05555556  1.46117619  8.36363636  4.75500845],78;58;121;23;197,477,3.23543376518
605,B,1,2016-10-19,178.45,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,"[  2.38167939   3.62273579   5.46769092   8.12720848  11.9205298
  10.86675291   8.08219178   7.6142132    2.20015279]",78;58;121;23;180;84;118;15;144,821,4.60072849538
606,C,3,2016-10-19,121.78,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;1,"[ 11.4806867   16.54040404  18.8547486   12.17788861  12.12675198
  11.59003831   3.59937402   4.95223731]",107;131;135;293;199;121;23;197,1206,9.90310395796
607,A,3,2016-10-19,100.15,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[  9.33219178  10.72727273  10.72555205  10.72386059  10.71428571
  10.61093248  10.12285012   5.44951591]",109;59;34;40;9;198;206;197,852,8.50723914129
608,A,2,2016-10-19,53.14,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,[ 7.16633794  6.49779736  6.50095602  6.44122383  6.4516129   8.42627014],109;59;34;40;6;136,384,7.22619495672
609,A,3,2016-10-19,51.03,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 17.38437002  17.40412979  17.43589744  17.39130435  17.30769231
  17.39894552  15.99378882  15.11895625]",109;59;34;40;9;198;206;197,852,16.6960611405
610,A,3,2016-10-19,144.65,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 10.50096339  10.49822064  10.49382716  10.49868766  10.46511628
   8.94713059   4.8977651    3.47749338]",109;59;34;40;9;198;206;197,852,5.89007950225
611,A,2,2016-10-19,19.08,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 19.92687386  19.79865772  19.20903955  19.23076923  19.35483871
  19.20903955]",109;59;34;40;6;136,384,20.1257861635
612,C,3,2016-10-19,172.3,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;1,"[  7.55116443  16.99092088  17.26342711  17.55542241   4.13463536
   3.6600121    3.66242038   5.74344023]",107;131;135;293;199;121;23;197,1206,6.99941961695
613,A,2,2016-10-19,42.03,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,"[ 12.03090508  10.70780399   9.41828255   8.58369099   8.21917808
   7.54298392]",109;59;34;40;6;136,384,9.13633119201
614,C,3,2016-10-19,173.06,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;1,"[  8.65695793  11.50131694  12.          10.92061126   3.10597784
   7.81653747   2.13754647   9.82053838]",107;131;135;293;199;121;23;197,1206,6.96868138218
615,A,3,2016-10-19,116.44,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,"[ 10.99899092  11.00746269   4.24469413  13.24503311  13.23529412
   8.61993905   5.22975374   7.17930029]",109;59;34;40;9;198;206;197,852,7.31707317073
616,B,1,2016-10-19,146.59,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,"[ 7.02702703  4.43425076  5.40178571  7.59075908  9.54400848  7.93201133
  6.6893424   6.69642857  3.09079202]",78;58;121;23;180;84;118;15;144,821,5.60065488778
617,B,3,2016-10-19,87.08,50,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,[  7.435653     5.53435115   2.81854181   3.28571429  13.06366048],78;58;121;23;197,477,5.47772163528
