intersection_id,tollgate_id,vehicle_id,starting_time,travel_seq,travel_time,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
B,1,1074904,2016-09-07 09:40:47,105#2016-09-07 09:40:47#8.20;100#2016-09-07 09:40:56#5.13;111#2016-09-07 09:41:01#16.05;103#2016-09-07 09:41:17#3.55;116#2016-09-07 09:41:21#15.62;101#2016-09-07 09:41:36#11.08;121#2016-09-07 09:41:48#15.30;106#2016-09-07 09:42:03#16.84;113#2016-09-07 09:42:20#18.93,111.93,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,9.51219512195;11.306042885;7.53894080997;6.47887323944;11.52368758;7.58122743682;7.71241830065;0.890736342043;7.60697305864,78;58;121;23;180;84;118;15;144,821,7.33494148128
B,1,1073683,2016-09-07 09:52:15,105#2016-09-07 09:52:15#7.76;100#2016-09-07 09:52:22#4.55;111#2016-09-07 09:52:27#8.46;103#2016-09-07 09:52:35#1.63;116#2016-09-07 09:52:37#12.24;101#2016-09-07 09:52:50#6.22;121#2016-09-07 09:52:56#9.75;106#2016-09-07 09:53:06#1.39;113#2016-09-07 09:53:07#49.15,101.15,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,10.0515463918;12.7472527473;14.3026004728;14.1104294479;14.7058823529;13.5048231511;12.1025641026;10.7913669065;2.92980671414,78;58;121;23;180;84;118;15;144,821,8.11665842808
B,1,1073684,2016-09-07 10:09:48,105#2016-09-07 10:09:48#11.73;100#2016-09-07 10:10:00#8.65;111#2016-09-07 10:10:09#15.35;103#2016-09-07 10:10:24#2.84;116#2016-09-07 10:10:28#25.16;101#2016-09-07 10:10:53#10.75;121#2016-09-07 10:11:03#13.69;106#2016-09-07 10:11:17#1.79;113#2016-09-07 10:11:19#31.60,122.6,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,6.64961636829;6.70520231214;7.88273615635;8.0985915493;7.15421303657;7.81395348837;8.61943024105;8.37988826816;4.55696202532,78;58;121;23;180;84;118;15;144,821,6.69657422512
B,1,1074348,2016-09-07 10:38:27,105#2016-09-07 10:38:27#41.62;100#2016-09-07 10:39:09#30.95;111#2016-09-07 10:39:40#44.24;103#2016-09-07 10:40:24#2.87;116#2016-09-07 10:40:27#14.94;101#2016-09-07 10:40:42#7.76;121#2016-09-07 10:40:50#9.43;106#2016-09-07 10:41:00#1.18;113#2016-09-07 10:41:01#32.16,186.16,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,1.87409899087;1.87399030695;2.73508137432;8.01393728223;12.0481927711;10.824742268;12.5132555673;12.7118644068;4.4776119403,78;58;121;23;180;84;118;15;144,821,4.41018478728
B,1,1073450,2016-09-07 11:06:50,105#2016-09-07 11:06:50#8.08;100#2016-09-07 11:06:58#4.93;111#2016-09-07 11:07:03#9.14;103#2016-09-07 11:07:12#1.66;116#2016-09-07 11:07:14#11.69;101#2016-09-07 11:07:26#5.68;121#2016-09-07 11:07:32#8.64;106#2016-09-07 11:07:40#1.23;113#2016-09-07 11:07:41#18.49,69.49,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,9.65346534653;11.7647058824;13.238512035;13.8554216867;15.3977758768;14.7887323944;13.6574074074;12.1951219512;7.78799351001,78;58;121;23;180;84;118;15;144,821,11.8146495899
B,1,1000813,2016-09-07 11:07:33,105#2016-09-07 11:07:33#15.84;100#2016-09-07 11:07:48#13.01;111#2016-09-07 11:08:01#34.13;103#2016-09-07 11:08:36#5.59;116#2016-09-07 11:08:42#28.82;101#2016-09-07 11:09:11#12.00;121#2016-09-07 11:09:23#82.54;106#2016-09-07 11:10:45#0.73;113#2016-09-07 11:10:46#7.01,200.01,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,4.92424242424;4.45810914681;3.54526809259;4.114490161;6.24566273421;7.0;1.42960988612;20.5479452055;20.5420827389,78;58;121;23;180;84;118;15;144,821,4.10479476026
B,1,1000877,2016-09-07 11:13:27,105#2016-09-07 11:13:27#6.11;100#2016-09-07 11:13:33#4.25;111#2016-09-07 11:13:37#8.86;103#2016-09-07 11:13:46#1.69;116#2016-09-07 11:13:48#14.66;101#2016-09-07 11:14:03#8.63;121#2016-09-07 11:14:11#12.12;106#2016-09-07 11:14:23#1.54;113#2016-09-07 11:14:25#69.54,127.54,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,12.7659574468;13.6470588235;13.6568848758;13.6094674556;12.278308322;9.73348783314;9.73597359736;9.74025974026;2.07075064711,78;58;121;23;180;84;118;15;144,821,6.43719617375
B,1,1081048,2016-09-07 11:13:29,105#2016-09-07 11:13:29#9.02;100#2016-09-07 11:13:38#4.91;111#2016-09-07 11:13:43#10.23;103#2016-09-07 11:13:54#1.95;116#2016-09-07 11:13:56#14.86;101#2016-09-07 11:14:11#26.90;121#2016-09-07 11:14:38#8.64;106#2016-09-07 11:14:46#1.10;113#2016-09-07 11:14:47#10.82,88.82,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,8.64745011086;11.8126272912;11.8279569892;11.7948717949;12.1130551817;3.12267657993;13.6574074074;13.6363636364;13.3086876155,78;58;121;23;180;84;118;15;144,821,9.24341364558
B,1,1073621,2016-09-07 11:21:30,105#2016-09-07 11:21:30#29.71;100#2016-09-07 11:22:00#6.25;111#2016-09-07 11:22:06#21.67;103#2016-09-07 11:22:27#3.42;116#2016-09-07 11:22:31#15.25;101#2016-09-07 11:22:47#9.34;121#2016-09-07 11:22:56#18.89;106#2016-09-07 11:23:15#2.18;113#2016-09-07 11:23:17#20.96,127.96000000000001,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,2.62537866038;9.28;5.58375634518;6.72514619883;11.8032786885;8.99357601713;6.2466913711;6.88073394495;6.87022900763,78;58;121;23;180;84;118;15;144,821,6.4160675211
B,1,1074414,2016-09-07 11:47:42,105#2016-09-07 11:47:42#74.00;100#2016-09-07 11:48:56#8.02;111#2016-09-07 11:49:04#9.68;103#2016-09-07 11:49:13#1.62;116#2016-09-07 11:49:15#12.43;101#2016-09-07 11:49:28#6.70;121#2016-09-07 11:49:34#10.46;106#2016-09-07 11:49:45#1.47;113#2016-09-07 11:49:46#13.88,137.88,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,1.05405405405;7.2319201995;12.5;14.1975308642;14.4810941271;12.5373134328;11.2810707457;10.2040816327;10.3746397695,78;58;121;23;180;84;118;15;144,821,5.95445314766
B,1,1073112,2016-09-07 11:49:04,105#2016-09-07 11:49:04#10.41;100#2016-09-07 11:49:14#6.27;111#2016-09-07 11:49:20#14.51;103#2016-09-07 11:49:35#44.47;116#2016-09-07 11:50:20#16.92;101#2016-09-07 11:50:37#7.32;121#2016-09-07 11:50:44#64.07;106#2016-09-07 11:51:48#0.73;113#2016-09-07 11:51:49#6.99,171.99,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,7.49279538905;9.25039872408;8.33907649897;0.5172026085;10.6382978723;11.4754098361;1.84173560169;20.5479452055;20.6008583691,78;58;121;23;180;84;118;15;144,821,4.77353334496
B,1,1087562,2016-09-07 11:54:22,105#2016-09-07 11:54:22#2.82;100#2016-09-07 11:54:25#2.10;111#2016-09-07 11:54:27#4.37;103#2016-09-07 11:54:31#0.83;116#2016-09-07 11:54:32#6.51;101#2016-09-07 11:54:39#3.04;121#2016-09-07 11:54:42#4.27;106#2016-09-07 11:54:46#0.54;113#2016-09-07 11:54:47#5.20,30.2,1003.5000,1008.5000,240.0000,0.9000,23.0000,85.0000,0.0000,2;1;4;4;3;1;1;1;2,27.6595744681;27.619047619;27.6887871854;27.7108433735;27.6497695853;27.6315789474;27.6346604215;27.7777777778;27.6923076923,78;58;121;23;180;84;118;15;144,821,27.1854304636
B,1,1003422,2016-09-07 12:07:33,105#2016-09-07 12:07:33#7.39;100#2016-09-07 12:07:41#5.51;111#2016-09-07 12:07:46#9.95;103#2016-09-07 12:07:56#1.79;116#2016-09-07 12:07:58#13.10;101#2016-09-07 12:08:12#6.03;121#2016-09-07 12:08:18#9.02;106#2016-09-07 12:08:27#1.24;113#2016-09-07 12:08:28#19.52,74.52,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,10.5548037889;10.5263157895;12.1608040201;12.8491620112;13.7404580153;13.9303482587;13.0820399113;12.0967741935;7.37704918033,78;58;121;23;180;84;118;15;144,821,11.0171765969
B,1,1000680,2016-09-07 12:25:31,105#2016-09-07 12:25:31#7.48;100#2016-09-07 12:25:39#5.10;111#2016-09-07 12:25:44#10.64;103#2016-09-07 12:25:55#2.02;116#2016-09-07 12:25:57#14.79;101#2016-09-07 12:26:12#11.70;121#2016-09-07 12:26:23#47.53;106#2016-09-07 12:27:11#2.38;113#2016-09-07 12:27:13#29.47,131.47,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,10.4278074866;11.3725490196;11.3721804511;11.3861386139;12.1703853955;7.17948717949;2.48264254155;6.3025210084;4.88632507635,78;58;121;23;180;84;118;15;144,821,6.24477067011
B,1,1060518,2016-09-07 13:16:00,105#2016-09-07 13:16:00#12.33;100#2016-09-07 13:16:12#9.36;111#2016-09-07 13:16:21#19.53;103#2016-09-07 13:16:41#3.71;116#2016-09-07 13:16:45#29.06;101#2016-09-07 13:17:14#13.56;121#2016-09-07 13:17:28#19.05;106#2016-09-07 13:17:47#2.42;113#2016-09-07 13:17:49#23.30,132.3,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,6.32603406326;6.19658119658;6.19559651818;6.19946091644;6.19408121129;6.19469026549;6.19422572178;6.19834710744;6.18025751073,78;58;121;23;180;84;118;15;144,821,6.20559334845
B,1,1059950,2016-09-07 13:21:30,105#2016-09-07 13:21:30#29.93;100#2016-09-07 13:22:00#7.62;111#2016-09-07 13:22:08#13.24;103#2016-09-07 13:22:21#2.20;116#2016-09-07 13:22:23#14.91;101#2016-09-07 13:22:38#7.01;121#2016-09-07 13:22:45#10.84;106#2016-09-07 13:22:56#1.25;113#2016-09-07 13:22:57#19.85,106.85,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,2.60608085533;7.61154855643;9.13897280967;10.4545454545;12.0724346076;11.9828815977;10.8856088561;12.0;7.25440806045,78;58;121;23;180;84;118;15;144,821,7.68366869443
B,1,1002579,2016-09-07 13:25:23,105#2016-09-07 13:25:23#8.18;100#2016-09-07 13:25:31#7.77;111#2016-09-07 13:25:39#27.95;103#2016-09-07 13:26:07#5.86;116#2016-09-07 13:26:14#20.09;101#2016-09-07 13:26:34#25.75;121#2016-09-07 13:27:00#7.04;106#2016-09-07 13:27:07#0.90;113#2016-09-07 13:27:08#9.24,114.24,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,9.53545232274;7.46460746461;4.32915921288;3.92491467577;8.95968143355;3.26213592233;16.7613636364;16.6666666667;15.5844155844,78;58;121;23;180;84;118;15;144,821,7.18662464986
B,1,1073237,2016-09-07 13:40:15,105#2016-09-07 13:40:15#5.61;100#2016-09-07 13:40:20#5.51;111#2016-09-07 13:40:26#12.03;103#2016-09-07 13:40:38#2.91;116#2016-09-07 13:40:41#22.78;101#2016-09-07 13:41:04#10.63;121#2016-09-07 13:41:15#14.93;106#2016-09-07 13:41:29#1.90;113#2016-09-07 13:41:31#32.60,108.6,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,13.9037433155;10.5263157895;10.0581878637;7.90378006873;7.90166812994;7.90216368768;7.90354989953;7.89473684211;4.41717791411,78;58;121;23;180;84;118;15;144,821,7.55985267035
B,1,1081474,2016-09-07 13:42:23,105#2016-09-07 13:42:23#22.05;100#2016-09-07 13:42:45#3.73;111#2016-09-07 13:42:49#7.06;103#2016-09-07 13:42:56#1.26;116#2016-09-07 13:42:57#9.47;101#2016-09-07 13:43:07#5.42;121#2016-09-07 13:43:12#8.66;106#2016-09-07 13:43:21#11.03;113#2016-09-07 13:43:32#14.99,83.99,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,3.53741496599;15.5495978552;17.1388101983;18.253968254;19.0073917635;15.4981549815;13.6258660508;1.35992747053;9.60640426951,78;58;121;23;180;84;118;15;144,821,9.7749732111
B,1,1067317,2016-09-07 13:59:17,105#2016-09-07 13:59:17#9.77;100#2016-09-07 13:59:26#5.98;111#2016-09-07 13:59:32#8.58;103#2016-09-07 13:59:41#1.59;116#2016-09-07 13:59:43#11.39;101#2016-09-07 13:59:54#5.80;121#2016-09-07 14:00:00#9.42;106#2016-09-07 14:00:10#1.29;113#2016-09-07 14:00:11#36.74,90.74000000000001,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,7.98362333675;9.69899665552;14.1025641026;14.465408805;15.8033362599;14.4827586207;12.5265392781;11.6279069767;3.91943385955,78;58;121;23;180;84;118;15;144,821,9.04782896187
B,1,1003151,2016-09-07 14:01:06,105#2016-09-07 14:01:06#7.94;100#2016-09-07 14:01:14#7.73;111#2016-09-07 14:01:21#16.84;103#2016-09-07 14:01:38#3.20;116#2016-09-07 14:01:42#25.05;101#2016-09-07 14:02:07#11.69;121#2016-09-07 14:02:19#16.42;106#2016-09-07 14:02:35#2.09;113#2016-09-07 14:02:37#78.01,169.01,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,9.82367758186;7.50323415265;7.18527315914;7.1875;7.18562874251;7.18562874251;7.18635809988;7.17703349282;1.8459171901,78;58;121;23;180;84;118;15;144,821,4.85770072777
B,1,1067121,2016-09-07 14:06:01,105#2016-09-07 14:06:01#58.46;100#2016-09-07 14:06:59#5.86;111#2016-09-07 14:07:05#57.45;103#2016-09-07 14:08:02#3.75;116#2016-09-07 14:08:07#14.49;101#2016-09-07 14:08:21#7.53;121#2016-09-07 14:08:29#10.22;106#2016-09-07 14:08:39#1.88;113#2016-09-07 14:08:41#17.53,177.53,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,1.33424563804;9.8976109215;2.10617928634;6.13333333333;12.4223602484;11.1553784861;11.5459882583;7.97872340426;8.21448944666,78;58;121;23;180;84;118;15;144,821,4.62457049513
B,1,1000026,2016-09-07 14:07:23,105#2016-09-07 14:07:23#8.43;100#2016-09-07 14:07:31#9.83;111#2016-09-07 14:07:41#32.55;103#2016-09-07 14:08:14#2.75;116#2016-09-07 14:08:17#18.53;101#2016-09-07 14:08:36#6.32;121#2016-09-07 14:08:42#8.89;106#2016-09-07 14:08:51#1.20;113#2016-09-07 14:08:52#11.49,100.49,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,9.25266903915;5.9003051882;3.71735791091;8.36363636364;9.71397733405;13.2911392405;13.2733408324;12.5;12.5326370757,78;58;121;23;180;84;118;15;144,821,8.16996716091
B,1,1067856,2016-09-07 14:15:18,105#2016-09-07 14:15:18#4.67;100#2016-09-07 14:15:23#3.87;111#2016-09-07 14:15:27#7.43;103#2016-09-07 14:15:34#1.39;116#2016-09-07 14:15:36#11.13;101#2016-09-07 14:15:47#6.48;121#2016-09-07 14:15:53#12.11;106#2016-09-07 14:16:05#2.08;113#2016-09-07 14:16:08#25.26,75.26,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,16.7023554604;14.9870801034;16.2853297443;16.5467625899;16.1725067385;12.962962963;9.74401321222;7.21153846154;5.70071258907,78;58;121;23;180;84;118;15;144,821,10.9088493223
B,1,1080365,2016-09-07 14:15:42,105#2016-09-07 14:15:42#6.94;100#2016-09-07 14:15:49#4.33;111#2016-09-07 14:15:53#9.42;103#2016-09-07 14:16:03#1.83;116#2016-09-07 14:16:05#12.69;101#2016-09-07 14:16:18#7.33;121#2016-09-07 14:16:25#13.39;106#2016-09-07 14:16:38#1.63;113#2016-09-07 14:16:40#39.32,97.32,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,11.2391930836;13.3949191686;12.8450106157;12.5683060109;14.1843971631;11.4597544338;8.81254667662;9.20245398773;3.66225839268,78;58;121;23;180;84;118;15;144,821,8.43608713522
B,1,1060175,2016-09-07 14:16:14,105#2016-09-07 14:16:14#7.33;100#2016-09-07 14:16:21#4.96;111#2016-09-07 14:16:26#14.16;103#2016-09-07 14:16:40#37.86;116#2016-09-07 14:17:19#13.62;101#2016-09-07 14:17:32#7.34;121#2016-09-07 14:17:40#26.16;106#2016-09-07 14:18:06#1.16;113#2016-09-07 14:18:07#11.13,124.13,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,10.6412005457;11.6935483871;8.54519774011;0.607501320655;13.2158590308;11.4441416894;4.51070336391;12.9310344828;12.9380053908,78;58;121;23;180;84;118;15;144,821,6.61403367437
B,1,1074054,2016-09-07 14:19:27,105#2016-09-07 14:19:27#12.21;100#2016-09-07 14:19:39#9.08;111#2016-09-07 14:19:48#23.24;103#2016-09-07 14:20:11#4.44;116#2016-09-07 14:20:17#20.89;101#2016-09-07 14:20:37#9.37;121#2016-09-07 14:20:47#18.94;106#2016-09-07 14:21:06#2.51;113#2016-09-07 14:21:08#17.40,118.4,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,6.38820638821;6.38766519824;5.2065404475;5.18018018018;8.61656294878;8.96478121665;6.23020063358;5.97609561753;8.27586206897,78;58;121;23;180;84;118;15;144,821,6.93412162162
B,1,1088126,2016-09-07 14:21:33,105#2016-09-07 14:21:33#22.67;100#2016-09-07 14:21:55#16.86;111#2016-09-07 14:22:12#27.61;103#2016-09-07 14:22:40#1.98;116#2016-09-07 14:22:42#12.61;101#2016-09-07 14:22:55#6.13;121#2016-09-07 14:23:01#9.72;106#2016-09-07 14:23:11#1.25;113#2016-09-07 14:23:12#54.82,153.82,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,3.44067048963;3.44009489917;4.38247011952;11.6161616162;14.2743854084;13.7030995106;12.1399176955;12.0;2.62677854798,78;58;121;23;180;84;118;15;144,821,5.33740735925
B,1,1006579,2016-09-07 14:25:18,105#2016-09-07 14:25:18#8.59;100#2016-09-07 14:25:26#6.39;111#2016-09-07 14:25:33#19.22;103#2016-09-07 14:25:52#3.70;116#2016-09-07 14:25:56#16.63;101#2016-09-07 14:26:13#7.19;121#2016-09-07 14:26:20#9.67;106#2016-09-07 14:26:30#1.23;113#2016-09-07 14:26:31#15.13,88.13,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,9.08032596042;9.07668231612;6.29552549428;6.21621621622;10.8238123873;11.6828929068;12.202688728;12.1951219512;9.51751487112,78;58;121;23;180;84;118;15;144,821,9.31578350165
B,1,1087671,2016-09-07 14:28:27,105#2016-09-07 14:28:27#9.43;100#2016-09-07 14:28:37#6.14;111#2016-09-07 14:28:43#29.08;103#2016-09-07 14:29:12#2.56;116#2016-09-07 14:29:15#20.03;101#2016-09-07 14:29:35#9.35;121#2016-09-07 14:29:44#13.13;106#2016-09-07 14:29:58#1.67;113#2016-09-07 14:29:59#16.03,108.03,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,8.27147401909;9.44625407166;4.16093535076;8.984375;8.98652021967;8.98395721925;8.98705255141;8.98203592814;8.98315658141,78;58;121;23;180;84;118;15;144,821,7.59974081274
B,1,1081686,2016-09-07 14:28:53,105#2016-09-07 14:28:53#41.20;100#2016-09-07 14:29:34#4.51;111#2016-09-07 14:29:39#9.41;103#2016-09-07 14:29:48#1.79;116#2016-09-07 14:29:51#14.00;101#2016-09-07 14:30:05#6.54;121#2016-09-07 14:30:11#9.18;106#2016-09-07 14:30:20#1.17;113#2016-09-07 14:30:21#11.20,99.2,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,1.8932038835;12.8603104213;12.8586609989;12.8491620112;12.8571428571;12.8440366972;12.8540305011;12.8205128205;12.8571428571,78;58;121;23;180;84;118;15;144,821,8.27620967742
B,1,1046777,2016-09-07 14:37:14,105#2016-09-07 14:37:14#11.40;100#2016-09-07 14:37:25#9.44;111#2016-09-07 14:37:35#44.70;103#2016-09-07 14:38:19#4.26;116#2016-09-07 14:38:24#19.68;101#2016-09-07 14:38:44#8.58;121#2016-09-07 14:38:52#11.59;106#2016-09-07 14:39:04#1.29;113#2016-09-07 14:39:05#24.51,135.51,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,6.84210526316;6.14406779661;2.70693512304;5.39906103286;9.14634146341;9.79020979021;10.1811906816;11.6279069767;5.87515299878,78;58;121;23;180;84;118;15;144,821,6.05859346174
B,1,1057313,2016-09-07 14:48:58,105#2016-09-07 14:48:58#7.90;100#2016-09-07 14:49:06#6.50;111#2016-09-07 14:49:13#14.81;103#2016-09-07 14:49:28#1.87;116#2016-09-07 14:49:30#12.92;101#2016-09-07 14:49:43#6.27;121#2016-09-07 14:49:49#26.03;106#2016-09-07 14:50:15#3.34;113#2016-09-07 14:50:18#32.08,112.08,1004.6000,1009.6000,104.0000,1.8000,22.5000,88.0000,0.0000,2;1;4;4;3;1;1;1;2,9.87341772152;8.92307692308;8.17015530047;12.2994652406;13.9318885449;13.3971291866;4.53323088744;4.49101796407;4.48877805486,78;58;121;23;180;84;118;15;144,821,7.32512491078
B,1,1002003,2016-09-07 15:22:25,105#2016-09-07 15:22:25#10.02;121#2016-09-07 15:23:41#9.59;106#2016-09-07 15:23:51#1.22;113#2016-09-07 15:23:52#11.77,98.77,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;1;2,7.78443113772;12.3044838373;12.2950819672;12.2344944775,78;118;15;144,355,3.59420876784
B,1,1066218,2016-09-07 15:58:23,105#2016-09-07 15:58:23#5.70;100#2016-09-07 15:58:28#3.90;111#2016-09-07 15:58:32#8.14;103#2016-09-07 15:58:40#1.55;116#2016-09-07 15:58:42#12.11;101#2016-09-07 15:58:54#6.26;121#2016-09-07 15:59:01#10.25;106#2016-09-07 15:59:11#1.32;113#2016-09-07 15:59:12#40.47,89.47,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;4;4;3;1;1;1;2,13.6842105263;14.8717948718;14.8648648649;14.8387096774;14.8637489678;13.4185303514;11.512195122;11.3636363636;3.55819125278,78;58;121;23;180;84;118;15;144,821,9.17626019895
B,1,1086792,2016-09-07 15:58:29,105#2016-09-07 15:58:29#8.09;100#2016-09-07 15:58:37#5.75;111#2016-09-07 15:58:43#39.45;103#2016-09-07 15:59:22#3.99;116#2016-09-07 15:59:27#24.10;101#2016-09-07 15:59:51#11.31;121#2016-09-07 16:00:03#15.89;106#2016-09-07 16:00:19#2.02;113#2016-09-07 16:00:21#19.39,131.39,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;4;4;3;1;1;1;2,9.64153275649;10.0869565217;3.06717363752;5.76441102757;7.46887966805;7.42705570292;7.42605412209;7.42574257426;7.42650850954,78;58;121;23;180;84;118;15;144,821,6.24857295076
B,1,1082031,2016-09-07 15:58:48,105#2016-09-07 15:58:48#10.38;100#2016-09-07 15:58:53#8.90;111#2016-09-07 15:59:02#37.03;103#2016-09-07 15:59:39#2.77;116#2016-09-07 15:59:43#20.22;101#2016-09-07 16:00:03#9.41;121#2016-09-07 16:00:12#18.23;106#2016-09-07 16:00:30#2.14;113#2016-09-07 16:00:33#68.74,173.74,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;4;4;3;1;1;1;2,7.51445086705;6.51685393258;3.26762084796;8.30324909747;8.90207715134;8.92667375133;6.47284695557;7.00934579439;2.09485016002,78;58;121;23;180;84;118;15;144,821,4.72545182457
B,1,1073982,2016-09-07 16:04:09,105#2016-09-07 16:04:09#28.80;100#2016-09-07 16:04:38#6.75;111#2016-09-07 16:04:44#12.04;103#2016-09-07 16:04:56#2.23;116#2016-09-07 16:04:59#16.40;101#2016-09-07 16:05:16#6.18;121#2016-09-07 16:05:22#9.80;106#2016-09-07 16:05:32#1.36;113#2016-09-07 16:05:33#41.30,125.3,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;4;4;3;1;1;1;2,2.70833333333;8.59259259259;10.049833887;10.3139013453;10.9756097561;13.5922330097;12.0408163265;11.0294117647;3.48668280872,78;58;121;23;180;84;118;15;144,821,6.5522745411
B,1,1001585,2016-09-07 16:11:07,105#2016-09-07 16:11:07#9.02;100#2016-09-07 16:11:16#6.46;111#2016-09-07 16:11:23#13.31;103#2016-09-07 16:11:36#2.32;116#2016-09-07 16:11:39#17.59;101#2016-09-07 16:11:56#8.22;121#2016-09-07 16:12:04#11.44;106#2016-09-07 16:12:16#1.77;113#2016-09-07 16:12:18#32.12,103.12,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;4;4;3;1;1;1;2,8.64745011086;8.97832817337;9.09090909091;9.91379310345;10.2330869812;10.2189781022;10.3146853147;8.47457627119;4.48318804483,78;58;121;23;180;84;118;15;144,821,7.96159813809
B,1,1067815,2016-09-07 16:13:42,105#2016-09-07 16:13:42#10.29;100#2016-09-07 16:13:47#6.18;111#2016-09-07 16:13:53#12.90;103#2016-09-07 16:14:06#2.45;116#2016-09-07 16:14:09#19.19;101#2016-09-07 16:14:28#8.96;121#2016-09-07 16:14:37#12.58;106#2016-09-07 16:14:50#1.60;113#2016-09-07 16:14:52#46.02,116.02000000000001,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;4;4;3;1;1;1;2,7.58017492711;9.38511326861;9.37984496124;9.38775510204;9.37988535696;9.375;9.3799682035;9.375;3.12907431551,78;58;121;23;180;84;118;15;144,821,7.07636614377
B,1,1067814,2016-09-07 16:37:41,105#2016-09-07 16:37:41#9.60;100#2016-09-07 16:37:51#8.26;111#2016-09-07 16:37:59#17.59;103#2016-09-07 16:38:17#3.40;116#2016-09-07 16:38:21#18.64;101#2016-09-07 16:38:39#5.27;121#2016-09-07 16:38:45#8.80;106#2016-09-07 16:38:54#2.59;113#2016-09-07 16:38:56#14.46,89.46000000000001,1004.5000,1009.5000,223.0000,1.0000,21.2000,94.0000,0.0000,2;1;4;4;3;1;1;1;2,8.125;7.02179176755;6.87890847072;6.76470588235;9.65665236052;15.9392789374;13.4090909091;5.79150579151;9.95850622407,78;58;121;23;180;84;118;15;144,821,9.17728593785
