intersection_id,tollgate_id,vehicle_id,starting_time,travel_seq,travel_time,time_window,week,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
C,3,1070291,2016-08-07 13:48:19,115#2016-08-07 13:48:19#6.31;102#2016-08-07 13:48:25#8.15;109#2016-08-07 13:48:33#8.01;104#2016-08-07 13:48:41#20.36;112#2016-08-07 13:49:02#20.99;111#2016-08-07 13:49:23#46.92;103#2016-08-07 13:50:10#2.29;122#2016-08-07 13:50:13#75.51,189.51,41,6,998.9000,1003.7000,72.0000,3.3000,30.5000,69.0000,0.0000,3;3;3;3;3;4;4;1,16.9572107765;16.0736196319;16.8539325843;14.3909626719;9.48070509767;2.57885763001;10.0436681223;2.60892597007,107;131;135;293;199;121;23;197,1206,6.36378027545
C,3,1055185,2016-08-07 13:56:19,115#2016-08-07 13:56:19#9.06;102#2016-08-07 13:56:29#9.06;109#2016-08-07 13:56:38#9.49;104#2016-08-07 13:56:47#22.68;112#2016-08-07 13:57:10#21.52;111#2016-08-07 13:57:31#28.10;103#2016-08-07 13:57:59#12.96;122#2016-08-07 13:58:21#140.47,262.47,41,6,998.9000,1003.7000,72.0000,3.3000,30.5000,69.0000,0.0000,3;3;3;3;3;4;4;1,11.8101545254;14.4591611479;14.2255005269;12.9188712522;9.24721189591;4.30604982206;1.77469135802;1.40243468356,107;131;135;293;199;121;23;197,1206,4.59481083552
C,3,1061660,2016-08-07 14:17:37,115#2016-08-07 14:17:37#7.64;102#2016-08-07 14:17:44#8.34;109#2016-08-07 14:17:52#8.32;104#2016-08-07 14:18:01#33.16;112#2016-08-07 14:18:34#70.94;111#2016-08-07 14:19:45#43.13;103#2016-08-07 14:20:28#8.20;122#2016-08-07 14:20:42#80.67,265.67,42,6,998.9000,1003.7000,72.0000,3.3000,30.5000,69.0000,0.0000,3;3;3;3;3;4;4;1,14.0052356021;15.7074340528;16.2259615385;8.835946924;2.80518748238;2.80547182935;2.80487804878;2.44204784926,107;131;135;293;199;121;23;197,1206,4.53946625513
C,3,1062467,2016-08-07 14:27:53,115#2016-08-07 14:27:53#13.04;102#2016-08-07 14:28:06#13.34;109#2016-08-07 14:28:19#11.38;104#2016-08-07 14:28:31#29.73;112#2016-08-07 14:29:00#59.72;111#2016-08-07 14:30:00#79.53;103#2016-08-07 14:31:20#1.91;122#2016-08-07 14:31:23#30.94,240.94,43,6,998.9000,1003.7000,72.0000,3.3000,30.5000,69.0000,0.0000,3;3;3;3;3;4;4;1,8.20552147239;9.82008995502;11.8629173989;9.85536495123;3.33221701273;1.5214384509;12.0418848168;6.36716224952,107;131;135;293;199;121;23;197,1206,5.00539553416
C,3,1054847,2016-08-07 14:44:04,115#2016-08-07 14:44:04#17.22;102#2016-08-07 14:44:21#21.08;109#2016-08-07 14:44:42#21.73;104#2016-08-07 14:45:04#49.87;112#2016-08-07 14:45:54#20.90;111#2016-08-07 14:46:15#21.39;103#2016-08-07 14:46:36#2.39;122#2016-08-07 14:46:40#40.94,196.94,44,6,998.9000,1003.7000,72.0000,3.3000,30.5000,69.0000,0.0000,3;3;3;3;3;4;4;1,6.21370499419;6.21442125237;6.2126092959;5.87527571686;9.52153110048;5.65684899486;9.62343096234;4.81191988276,107;131;135;293;199;121;23;197,1206,6.12369249518
C,3,1065148,2016-08-07 17:25:39,115#2016-08-07 17:25:39#16.75;102#2016-08-07 17:25:56#20.50;109#2016-08-07 17:26:16#19.88;104#2016-08-07 17:26:36#21.88;112#2016-08-07 17:26:58#31.09;111#2016-08-07 17:27:29#47.97;103#2016-08-07 17:28:17#8.99;122#2016-08-07 17:28:32#120.97,293.97,52,6,1000.0000,1004.8000,95.0000,4.0000,29.5000,66.0000,0.0000,3;3;3;3;3;4;4;1,6.38805970149;6.39024390244;6.7907444668;13.3912248629;6.4007719524;2.52240983948;2.55839822024;1.62850293461,107;131;135;293;199;121;23;197,1206,4.10245943464
C,3,1053995,2016-08-07 17:26:52,115#2016-08-07 17:26:52#8.48;102#2016-08-07 17:27:01#11.05;109#2016-08-07 17:27:12#10.62;104#2016-08-07 17:27:23#22.65;112#2016-08-07 17:27:45#22.84;111#2016-08-07 17:28:08#22.09;103#2016-08-07 17:28:30#7.85;122#2016-08-07 17:28:43#138.67,249.67,52,6,1000.0000,1004.8000,95.0000,4.0000,29.5000,66.0000,0.0000,3;3;3;3;3;4;4;1,12.6179245283;11.8552036199;12.7118644068;12.93598234;8.71278458844;5.47759167044;2.92993630573;1.42063892695,107;131;135;293;199;121;23;197,1206,4.83037609645
C,3,1084082,2016-08-07 17:51:50,115#2016-08-07 17:51:50#10.09;102#2016-08-07 17:52:00#10.88;109#2016-08-07 17:52:10#11.12;104#2016-08-07 17:52:22#60.26;112#2016-08-07 17:53:22#34.65;111#2016-08-07 17:53:57#33.97;103#2016-08-07 17:54:30#9.28;122#2016-08-07 17:54:46#99.78,275.78,53,6,1000.0000,1004.8000,95.0000,4.0000,29.5000,66.0000,0.0000,3;3;3;3;3;4;4;1,10.6045589693;12.0404411765;12.1402877698;4.86226352473;5.74314574315;3.56196644098;2.47844827586;1.97434355582,107;131;135;293;199;121;23;197,1206,4.37305098267
C,3,1001585,2016-08-07 17:52:24,115#2016-08-07 17:52:24#9.24;102#2016-08-07 17:52:34#8.81;109#2016-08-07 17:52:42#7.87;104#2016-08-07 17:52:50#19.60;112#2016-08-07 17:53:10#54.25;111#2016-08-07 17:54:04#56.94;103#2016-08-07 17:55:01#2.13;122#2016-08-07 17:55:05#83.26,244.26,53,6,1000.0000,1004.8000,95.0000,4.0000,29.5000,66.0000,0.0000,3;3;3;3;3;4;4;1,11.5800865801;14.8694665153;17.1537484117;14.9489795918;3.66820276498;2.12504390587;10.7981220657;2.36608215229,107;131;135;293;199;121;23;197,1206,4.93736182756
C,3,1006697,2016-08-07 17:53:06,115#2016-08-07 17:53:06#3.80;102#2016-08-07 17:53:10#4.65;109#2016-08-07 17:53:15#4.79;104#2016-08-07 17:53:19#11.75;112#2016-08-07 17:53:31#45.40;111#2016-08-07 17:54:16#46.65;103#2016-08-07 17:55:03#3.23;122#2016-08-07 17:55:09#25.72,148.72,53,6,1000.0000,1004.8000,95.0000,4.0000,29.5000,66.0000,0.0000,3;3;3;3;3;4;4;1,28.1578947368;28.1720430108;28.1837160752;24.9361702128;4.38325991189;2.59378349411;7.12074303406;7.65940902022,107;131;135;293;199;121;23;197,1206,8.10919849381
C,3,1075675,2016-08-07 18:22:20,115#2016-08-07 18:22:20#8.70;102#2016-08-07 18:22:29#10.65;109#2016-08-07 18:22:40#10.98;104#2016-08-07 18:22:51#49.06;112#2016-08-07 18:23:40#38.59;111#2016-08-07 18:24:18#47.76;103#2016-08-07 18:25:06#5.63;122#2016-08-07 18:25:16#36.74,212.74,55,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,12.2988505747;12.3004694836;12.2950819672;5.97227884223;5.15677636693;2.53350083752;4.08525754885;5.36200326619,107;131;135;293;199;121;23;197,1206,5.66889160478
C,3,1062366,2016-08-07 18:23:04,115#2016-08-07 18:23:04#11.82;102#2016-08-07 18:23:16#10.86;109#2016-08-07 18:23:27#11.19;104#2016-08-07 18:23:38#19.27;112#2016-08-07 18:23:58#27.52;111#2016-08-07 18:24:25#51.40;103#2016-08-07 18:25:16#4.81;122#2016-08-07 18:25:23#39.82,178.82,55,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,9.0524534687;12.0626151013;12.0643431635;15.2049818371;7.23110465116;2.35408560311;4.7817047817;4.94726268207,107;131;135;293;199;121;23;197,1206,6.74421205682
C,3,1084809,2016-08-07 18:24:31,115#2016-08-07 18:24:31#24.34;102#2016-08-07 18:24:55#19.62;109#2016-08-07 18:25:15#11.28;104#2016-08-07 18:25:26#34.41;112#2016-08-07 18:26:00#65.04;111#2016-08-07 18:27:05#155.09;103#2016-08-07 18:29:41#2.73;122#2016-08-07 18:29:45#23.41,337.41,55,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,4.3960558751;6.67686034659;11.9680851064;8.51496657948;3.05965559656;0.780192146496;8.42490842491;8.41520717642,107;131;135;293;199;121;23;197,1206,3.57428647639
C,3,1077948,2016-08-07 18:24:35,115#2016-08-07 18:24:35#20.92;102#2016-08-07 18:24:56#25.61;109#2016-08-07 18:25:22#26.39;104#2016-08-07 18:25:48#57.28;112#2016-08-07 18:26:45#38.90;111#2016-08-07 18:27:24#117.47;103#2016-08-07 18:29:22#2.83;122#2016-08-07 18:29:27#32.33,324.33,55,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,5.11472275335;5.11518937915;5.11557408109;5.11522346369;5.11568123393;1.03005022559;8.12720848057;6.09341169193,107;131;135;293;199;121;23;197,1206,3.71843492739
C,3,1054004,2016-08-07 18:24:38,115#2016-08-07 18:24:38#23.83;102#2016-08-07 18:25:02#16.38;109#2016-08-07 18:25:18#12.32;104#2016-08-07 18:25:30#26.34;112#2016-08-07 18:25:57#95.08;111#2016-08-07 18:27:32#103.92;103#2016-08-07 18:29:16#9.02;122#2016-08-07 18:29:27#42.52,331.52,55,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,4.49013848091;7.99755799756;10.9577922078;11.1237661352;2.0929743374;1.16435719784;2.54988913525;4.63311382879,107;131;135;293;199;121;23;197,1206,3.63778957529
C,3,1077615,2016-08-07 18:29:55,115#2016-08-07 18:29:55#12.38;102#2016-08-07 18:30:07#9.62;109#2016-08-07 18:30:17#10.45;104#2016-08-07 18:30:27#32.85;112#2016-08-07 18:31:00#27.37;111#2016-08-07 18:31:27#83.43;103#2016-08-07 18:32:51#2.36;122#2016-08-07 18:32:55#27.51,207.51,55,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,8.64297253635;13.6174636175;12.9186602871;8.91933028919;7.27073438071;1.45031763155;9.74576271186;7.16103235187,107;131;135;293;199;121;23;197,1206,5.81176810756
C,3,1065182,2016-08-07 19:22:38,115#2016-08-07 19:22:38#4.35;102#2016-08-07 19:22:43#8.29;109#2016-08-07 19:22:51#10.09;104#2016-08-07 19:23:01#22.38;112#2016-08-07 19:23:23#33.82;111#2016-08-07 19:23:57#10.87;103#2016-08-07 19:24:08#2.74;122#2016-08-07 19:24:13#24.49,119.49,58,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,24.5977011494;15.8021712907;13.3795837463;13.0920464701;5.8840922531;11.1315547378;8.39416058394;8.0440996325,107;131;135;293;199;121;23;197,1206,10.0928948029
C,3,1069215,2016-08-07 20:50:23,115#2016-08-07 20:50:23#7.31;102#2016-08-07 20:50:30#8.95;109#2016-08-07 20:50:39#9.22;104#2016-08-07 20:50:48#22.93;112#2016-08-07 20:51:11#15.58;111#2016-08-07 20:51:27#62.11;103#2016-08-07 20:52:29#5.36;122#2016-08-07 20:52:36#70.51,203.51,62,6,999.4000,1004.2000,85.0000,1.6000,27.8000,74.0000,0.0000,3;3;3;3;3;4;4;1,14.6374829001;14.6368715084;14.6420824295;12.7780200611;12.7727856226;1.94815649654;4.29104477612;2.79392993902,107;131;135;293;199;121;23;197,1206,5.92599872242
C,3,1082473,2016-08-07 21:05:33,115#2016-08-07 21:05:33#18.06;102#2016-08-07 21:05:51#11.38;109#2016-08-07 21:06:02#10.17;104#2016-08-07 21:06:13#29.27;112#2016-08-07 21:06:42#26.56;111#2016-08-07 21:07:08#20.55;103#2016-08-07 21:07:29#3.91;122#2016-08-07 21:07:35#31.60,153.6,63,6,999.6000,1004.4000,88.0000,1.9000,27.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,5.92469545958;11.5114235501;13.2743362832;10.0102494021;7.49246987952;5.88807785888;5.88235294118;6.23417721519,107;131;135;293;199;121;23;197,1206,7.8515625
C,3,1054361,2016-08-07 22:06:25,115#2016-08-07 22:06:25#10.00;102#2016-08-07 22:06:35#10.17;109#2016-08-07 22:06:45#8.01;104#2016-08-07 22:06:53#23.78;112#2016-08-07 22:07:16#53.75;111#2016-08-07 22:08:10#17.18;103#2016-08-07 22:08:27#4.18;122#2016-08-07 22:08:34#26.39,155.39,66,6,999.6000,1004.4000,88.0000,1.9000,27.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,10.7;12.8810226155;16.8539325843;12.3212783852;3.7023255814;7.04307334109;5.5023923445;7.46494884426,107;131;135;293;199;121;23;197,1206,7.76111718901
C,3,1069209,2016-08-07 23:52:06,115#2016-08-07 23:52:06#11.73;102#2016-08-07 23:52:17#10.37;109#2016-08-07 23:52:28#8.89;104#2016-08-07 23:52:37#22.01;112#2016-08-07 23:52:59#16.54;111#2016-08-07 23:53:15#13.28;103#2016-08-07 23:53:29#11.63;122#2016-08-07 23:53:48#54.64,156.64,71,6,999.6000,1004.4000,88.0000,1.9000,27.0000,80.0000,0.0000,3;3;3;3;3;4;4;1,9.12190963342;12.6325940212;15.1856017998;13.3121308496;12.0314389359;9.11144578313;1.97764402408;3.60541727672,107;131;135;293;199;121;23;197,1206,7.69918283963
C,3,1035771,2016-08-08 00:12:54,115#2016-08-08 00:12:54#11.16;102#2016-08-08 00:13:06#13.66;109#2016-08-08 00:13:19#9.65;104#2016-08-08 00:13:29#22.07;112#2016-08-08 00:13:51#48.12;111#2016-08-08 00:14:39#38.60;103#2016-08-08 00:15:18#35.56;122#2016-08-08 00:15:56#51.09,233.09,0,0,999.9000,1004.7000,67.0000,2.4000,30.1000,67.0000,0.0000,3;3;3;3;3;4;4;1,9.58781362007;9.59004392387;13.9896373057;13.2759401903;4.13549459684;3.13471502591;0.646794150731;3.85594049716,107;131;135;293;199;121;23;197,1206,5.17396713716
C,3,1082535,2016-08-08 01:27:57,115#2016-08-08 01:27:57#7.21;102#2016-08-08 01:28:04#10.08;109#2016-08-08 01:28:14#8.18;104#2016-08-08 01:28:22#20.77;112#2016-08-08 01:28:43#16.55;111#2016-08-08 01:29:00#53.23;103#2016-08-08 01:29:53#1.02;122#2016-08-08 01:29:54#25.52,142.52,4,0,999.9000,1004.7000,67.0000,2.4000,30.1000,67.0000,0.0000,3;3;3;3;3;4;4;1,14.8404993065;12.996031746;16.5036674817;14.1068849302;12.0241691843;2.27315423633;22.5490196078;7.71943573668,107;131;135;293;199;121;23;197,1206,8.46197024979
C,3,1077945,2016-08-08 07:11:39,115#2016-08-08 07:11:39#16.71;102#2016-08-08 07:11:56#20.46;109#2016-08-08 07:12:16#21.09;104#2016-08-08 07:12:37#45.76;112#2016-08-08 07:13:23#35.13;111#2016-08-08 07:13:58#22.12;103#2016-08-08 07:14:20#4.21;122#2016-08-08 07:14:27#36.02,204.02,21,0,998.3000,1003.1000,86.0000,4.1000,34.7000,50.0000,0.0000,3;3;3;3;3;4;4;1,6.40335128665;6.4027370479;6.40113798009;6.40297202797;5.66467406775;5.47016274864;5.46318289786;5.46918378679,107;131;135;293;199;121;23;197,1206,5.91118517792
C,3,1007437,2016-08-08 07:20:42,115#2016-08-08 07:20:42#11.79;102#2016-08-08 07:20:53#14.44;109#2016-08-08 07:21:08#14.88;104#2016-08-08 07:21:23#32.29;112#2016-08-08 07:21:55#21.93;111#2016-08-08 07:22:17#13.34;103#2016-08-08 07:22:30#8.79;122#2016-08-08 07:22:46#85.71,209.70999999999998,22,0,998.3000,1003.1000,86.0000,4.1000,34.7000,50.0000,0.0000,3;3;3;3;3;4;4;1,9.07548770144;9.07202216066;9.07258064516;9.07401672344;9.07432740538;9.07046476762;2.61660978385;2.29844825575,107;131;135;293;199;121;23;197,1206,5.75079872204
C,3,1017540,2016-08-08 07:52:20,115#2016-08-08 07:52:20#21.00;102#2016-08-08 07:52:41#21.64;109#2016-08-08 07:53:03#10.66;104#2016-08-08 07:53:14#50.95;112#2016-08-08 07:54:05#44.10;111#2016-08-08 07:54:49#26.81;103#2016-08-08 07:55:16#4.88;122#2016-08-08 07:55:23#33.23,216.23,23,0,998.3000,1003.1000,86.0000,4.1000,34.7000,50.0000,0.0000,3;3;3;3;3;4;4;1,5.09523809524;6.05360443623;12.6641651032;5.7507360157;4.51247165533;4.51324132786;4.7131147541;5.92837797171,107;131;135;293;199;121;23;197,1206,5.5773944411
C,3,1083011,2016-08-08 08:03:38,115#2016-08-08 08:03:38#6.83;102#2016-08-08 08:03:44#8.04;109#2016-08-08 08:03:52#8.98;104#2016-08-08 08:04:01#23.46;112#2016-08-08 08:04:25#45.15;111#2016-08-08 08:05:10#64.95;103#2016-08-08 08:06:15#3.02;122#2016-08-08 08:06:20#33.53,195.53,24,0,998.3000,1003.1000,86.0000,4.1000,34.7000,50.0000,0.0000,3;3;3;3;3;4;4;1,15.6661786237;16.2935323383;15.0334075724;12.4893435635;4.40753045404;1.86297151655;7.61589403974;5.87533552043,107;131;135;293;199;121;23;197,1206,6.16785148059
C,3,1056507,2016-08-08 08:22:04,115#2016-08-08 08:22:04#9.48;102#2016-08-08 08:22:13#9.54;109#2016-08-08 08:22:23#9.13;104#2016-08-08 08:22:32#19.87;112#2016-08-08 08:22:52#50.80;111#2016-08-08 08:23:42#113.25;103#2016-08-08 08:25:36#1.93;122#2016-08-08 08:25:39#63.12,278.12,25,0,998.3000,1003.1000,86.0000,4.1000,34.7000,50.0000,0.0000,3;3;3;3;3;4;4;1,11.2869198312;13.7316561845;14.7864184009;14.7458480121;3.91732283465;1.06843267108;11.9170984456;3.12103929024,107;131;135;293;199;121;23;197,1206,4.33625773048
C,3,1063520,2016-08-08 08:53:54,115#2016-08-08 08:53:54#12.98;102#2016-08-08 08:54:07#12.28;109#2016-08-08 08:54:19#10.97;104#2016-08-08 08:54:30#25.53;112#2016-08-08 08:54:55#22.40;111#2016-08-08 08:55:18#45.43;103#2016-08-08 08:56:03#6.78;122#2016-08-08 08:56:12#23.71,161.71,26,0,998.3000,1003.1000,86.0000,4.1000,34.7000,50.0000,0.0000,3;3;3;3;3;4;4;1,8.24345146379;10.667752443;12.3062898815;11.4766940854;8.88392857143;2.66343825666;3.39233038348;8.30873049346,107;131;135;293;199;121;23;197,1206,7.45779481788
C,3,1063046,2016-08-08 11:02:01,115#2016-08-08 11:02:01#11.96;102#2016-08-08 11:02:13#9.37;109#2016-08-08 11:02:22#8.61;104#2016-08-08 11:02:31#21.15;112#2016-08-08 11:02:52#18.66;111#2016-08-08 11:03:11#34.10;103#2016-08-08 11:03:45#7.46;122#2016-08-08 11:03:53#28.75,140.75,33,0,998.0000,1002.8000,63.0000,4.9000,32.7000,55.0000,0.0000,3;3;3;3;3;4;4;1,8.94648829431;13.9807897545;15.6794425087;13.853427896;10.6645230439;3.54838709677;3.08310991957;6.85217391304,107;131;135;293;199;121;23;197,1206,8.56838365897
C,3,1070519,2016-08-08 11:24:31,115#2016-08-08 11:24:31#13.42;102#2016-08-08 11:24:45#11.33;109#2016-08-08 11:24:56#9.89;104#2016-08-08 11:25:06#28.54;112#2016-08-08 11:25:35#54.40;111#2016-08-08 11:26:29#77.80;103#2016-08-08 11:27:47#3.46;122#2016-08-08 11:27:52#42.50,243.5,34,0,998.0000,1002.8000,63.0000,4.9000,32.7000,55.0000,0.0000,3;3;3;3;3;4;4;1,7.97317436662;11.5622241836;13.6501516684;10.2662929222;3.65808823529;1.55526992288;6.64739884393;4.63529411765,107;131;135;293;199;121;23;197,1206,4.95277207392
C,3,1075591,2016-08-08 12:46:20,115#2016-08-08 12:46:20#10.51;102#2016-08-08 12:46:30#8.40;109#2016-08-08 12:46:38#7.19;104#2016-08-08 12:46:46#19.60;112#2016-08-08 12:47:05#17.61;111#2016-08-08 12:47:23#23.09;103#2016-08-08 12:47:46#4.61;122#2016-08-08 12:47:54#54.60,148.6,38,0,999.7000,1004.5000,83.0000,1.9000,29.8000,75.0000,0.0000,3;3;3;3;3;4;4;1,10.1807802093;15.5952380952;18.776077886;14.9489795918;11.3003975014;5.24036379385;4.98915401302;3.60805860806,107;131;135;293;199;121;23;197,1206,8.11574697174
C,3,1054528,2016-08-08 13:17:57,115#2016-08-08 13:17:57#10.19;102#2016-08-08 13:18:08#10.29;109#2016-08-08 13:18:18#10.31;104#2016-08-08 13:18:28#31.98;112#2016-08-08 13:19:00#22.54;111#2016-08-08 13:19:23#71.99;103#2016-08-08 13:20:35#0.92;122#2016-08-08 13:20:36#80.58,239.57999999999998,39,0,999.7000,1004.5000,83.0000,1.9000,29.8000,75.0000,0.0000,3;3;3;3;3;4;4;1,10.5004906771;12.7308066084;13.0940834142;9.16197623515;8.82874889086;1.68078899847;25.0;2.44477537851,107;131;135;293;199;121;23;197,1206,5.03380916604
C,3,1055080,2016-08-08 13:56:32,115#2016-08-08 13:56:32#9.20;102#2016-08-08 13:56:41#7.79;109#2016-08-08 13:56:49#7.40;104#2016-08-08 13:56:57#18.13;112#2016-08-08 13:57:15#17.79;111#2016-08-08 13:57:32#101.40;103#2016-08-08 13:59:14#1.67;122#2016-08-08 13:59:17#57.30,222.3,41,0,999.7000,1004.5000,83.0000,1.9000,29.8000,75.0000,0.0000,3;3;3;3;3;4;4;1,11.6304347826;16.8164313222;18.2432432432;16.1610590182;11.186059584;1.1932938856;13.7724550898;3.43804537522,107;131;135;293;199;121;23;197,1206,5.42510121457
C,3,1061933,2016-08-08 14:14:32,115#2016-08-08 14:14:32#8.82;102#2016-08-08 14:14:41#8.90;109#2016-08-08 14:14:50#7.53;104#2016-08-08 14:14:57#21.68;112#2016-08-08 14:15:19#18.48;111#2016-08-08 14:15:37#56.31;103#2016-08-08 14:16:34#2.62;122#2016-08-08 14:16:38#40.06,166.06,42,0,999.7000,1004.5000,83.0000,1.9000,29.8000,75.0000,0.0000,3;3;3;3;3;4;4;1,12.1315192744;14.7191011236;17.9282868526;13.5147601476;10.7683982684;2.14881903747;8.7786259542;4.91762356465,107;131;135;293;199;121;23;197,1206,7.26243526436
C,3,1084566,2016-08-08 14:36:31,115#2016-08-08 14:36:31#9.53;102#2016-08-08 14:36:40#8.67;109#2016-08-08 14:36:49#7.44;104#2016-08-08 14:36:56#19.30;112#2016-08-08 14:37:16#57.71;111#2016-08-08 14:38:13#12.01;103#2016-08-08 14:38:25#2.18;122#2016-08-08 14:38:29#30.12,148.12,43,0,999.7000,1004.5000,83.0000,1.9000,29.8000,75.0000,0.0000,3;3;3;3;3;4;4;1,11.2277019937;15.1095732411;18.1451612903;15.1813471503;3.44827586207;10.074937552;10.5504587156;6.54050464807,107;131;135;293;199;121;23;197,1206,8.14204698893
C,3,1069934,2016-08-08 14:53:10,115#2016-08-08 14:53:10#13.92;102#2016-08-08 14:53:24#17.04;109#2016-08-08 14:53:41#17.56;104#2016-08-08 14:53:59#17.62;112#2016-08-08 14:54:17#13.90;111#2016-08-08 14:54:31#20.12;103#2016-08-08 14:54:51#11.86;122#2016-08-08 14:55:11#113.34,234.34,44,0,999.7000,1004.5000,83.0000,1.9000,29.8000,75.0000,0.0000,3;3;3;3;3;4;4;1,7.6867816092;7.68779342723;7.68792710706;16.628830874;14.3165467626;6.01391650099;1.93929173693;1.738133051,107;131;135;293;199;121;23;197,1206,5.14636852437
C,3,1083343,2016-08-08 15:12:37,115#2016-08-08 15:12:37#10.75;102#2016-08-08 15:12:47#14.73;109#2016-08-08 15:13:02#15.18;104#2016-08-08 15:13:17#32.95;112#2016-08-08 15:13:50#40.61;111#2016-08-08 15:14:31#26.48;103#2016-08-08 15:14:57#4.15;122#2016-08-08 15:15:04#35.33,182.32999999999998,45,0,1000.5000,1005.3000,98.0000,4.1000,28.9000,75.0000,0.0000,3;3;3;3;3;4;4;1,9.95348837209;8.89341479973;8.89328063241;8.89226100152;4.90027086924;4.56948640483;5.5421686747;5.57599773564,107;131;135;293;199;121;23;197,1206,6.61438051884
C,3,1001924,2016-08-08 15:39:09,115#2016-08-08 15:39:09#8.23;102#2016-08-08 15:39:17#10.08;109#2016-08-08 15:39:27#10.39;104#2016-08-08 15:39:37#36.16;112#2016-08-08 15:40:14#58.77;111#2016-08-08 15:41:12#18.94;103#2016-08-08 15:41:31#12.11;122#2016-08-08 15:41:45#16.60,172.6,46,0,1000.5000,1005.3000,98.0000,4.1000,28.9000,75.0000,0.0000,3;3;3;3;3;4;4;1,13.0012150668;12.996031746;12.9932627526;8.10287610619;3.38608133401;6.38859556494;1.89925681255;11.8674698795,107;131;135;293;199;121;23;197,1206,6.98725376593
C,3,1055593,2016-08-08 21:00:18,115#2016-08-08 21:00:18#33.49;102#2016-08-08 21:00:52#12.99;109#2016-08-08 21:01:05#8.12;104#2016-08-08 21:01:13#25.33;112#2016-08-08 21:01:38#38.58;111#2016-08-08 21:02:17#38.55;103#2016-08-08 21:02:55#6.80;122#2016-08-08 21:03:07#58.23,227.23,63,0,999.8000,1004.6000,290.0000,1.1000,25.1000,95.0000,0.7000,3;3;3;3;3;4;4;1,3.19498357719;10.0846805235;16.6256157635;11.5673114884;5.15811301192;3.13878080415;3.38235294118;3.38313584063,107;131;135;293;199;121;23;197,1206,5.30739779078
C,3,1004526,2016-08-09 05:49:09,115#2016-08-09 05:49:09#13.93;102#2016-08-09 05:49:22#12.24;109#2016-08-09 05:49:35#11.38;104#2016-08-09 05:49:46#27.96;112#2016-08-09 05:50:14#237.44;111#2016-08-09 05:54:11#27.17;103#2016-08-09 05:54:39#22.96;122#2016-08-09 05:55:03#17.01,371.01,17,1,999.9000,1004.7000,292.0000,1.5000,27.4000,93.0000,2.4000,3;3;3;3;3;4;4;1,7.68126346016;10.7026143791;11.8629173989;10.4792560801;0.838106469003;4.45344129555;1.00174216028;11.5814226925,107;131;135;293;199;121;23;197,1206,3.25058623757
C,3,1002743,2016-08-09 07:21:28,115#2016-08-09 07:21:28#6.14;102#2016-08-09 07:21:34#7.52;109#2016-08-09 07:21:41#7.75;104#2016-08-09 07:21:49#17.10;112#2016-08-09 07:22:06#25.76;111#2016-08-09 07:22:32#55.32;103#2016-08-09 07:23:27#2.63;122#2016-08-09 07:23:32#22.54,146.54,22,1,998.4000,1003.2000,59.0000,2.0000,31.7000,70.0000,0.0000,3;3;3;3;3;4;4;1,17.4267100977;17.420212766;17.4193548387;17.134502924;7.7251552795;2.18727404194;8.74524714829;8.74001774623,107;131;135;293;199;121;23;197,1206,8.22983485738
C,3,1064562,2016-08-09 07:38:11,115#2016-08-09 07:38:11#6.91;102#2016-08-09 07:38:18#9.00;109#2016-08-09 07:38:27#9.65;104#2016-08-09 07:38:36#23.71;112#2016-08-09 07:39:00#68.69;111#2016-08-09 07:40:09#26.84;103#2016-08-09 07:40:36#6.01;122#2016-08-09 07:40:46#91.35,246.35,22,1,998.4000,1003.2000,59.0000,2.0000,31.7000,70.0000,0.0000,3;3;3;3;3;4;4;1,15.484804631;14.5555555556;13.9896373057;12.3576549979;2.89707380987;4.50819672131;3.82695507488;2.15654077723,107;131;135;293;199;121;23;197,1206,4.89547391922
C,3,1050984,2016-08-09 08:16:45,115#2016-08-09 08:16:45#9.28;102#2016-08-09 08:16:55#8.48;109#2016-08-09 08:17:03#7.57;104#2016-08-09 08:17:11#20.33;112#2016-08-09 08:17:31#11.75;111#2016-08-09 08:17:43#17.44;103#2016-08-09 08:18:00#0.98;122#2016-08-09 08:18:02#66.27,143.26999999999998,24,1,998.4000,1003.2000,59.0000,2.0000,31.7000,70.0000,0.0000,3;3;3;3;3;4;4;1,11.5301724138;15.4481132075;17.8335535007;14.4121987211;16.9361702128;6.9380733945;23.4693877551;2.97268749057,107;131;135;293;199;121;23;197,1206,8.41767292525
