intersection_id,tollgate_id,vehicle_id,starting_time,travel_seq,travel_time,time_window,week,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,travel_lane,travel_velocity,travel_length,total_length,total_velocity
A,3,1042162,2016-10-19 16:04:51,110#2016-10-19 16:04:51#8.02;123#2016-10-19 16:04:59#4.93;107#2016-10-19 16:05:04#2.94;108#2016-10-19 16:05:07#2.77;119#2016-10-19 16:05:10#0.54;114#2016-10-19 16:05:11#11.42;118#2016-10-19 16:05:22#15.31;122#2016-10-19 16:05:37#27.25,73.25,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,13.5910224439;11.9675456389;11.5646258503;14.440433213;16.6666666667;17.3380035026;13.4552580013;7.22935779817,109;59;34;40;9;198;206;197,852,11.6313993174
B,3,1004885,2016-10-19 16:04:53,105#2016-10-19 16:04:53#21.72;100#2016-10-19 16:05:15#9.60;111#2016-10-19 16:05:25#45.63;103#2016-10-19 16:06:10#7.22;122#2016-10-19 16:06:19#43.99,129.99,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,3.59116022099;6.04166666667;2.65176419023;3.18559556787;4.47829052057,78;58;121;23;197,477,3.66951303946
A,3,1001944,2016-10-19 16:05:11,110#2016-10-19 16:05:11#11.00;123#2016-10-19 16:05:22#6.24;107#2016-10-19 16:05:28#3.96;108#2016-10-19 16:05:32#3.92;119#2016-10-19 16:05:36#0.88;114#2016-10-19 16:05:37#15.67;118#2016-10-19 16:05:52#22.59;122#2016-10-19 16:06:15#62.84,126.84,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,9.90909090909;9.45512820513;8.58585858586;10.2040816327;10.2272727273;12.6356094448;9.1190792386;3.13494589433,109;59;34;40;9;198;206;197,852,6.71712393567
A,2,1018069,2016-10-19 16:07:44,110#2016-10-19 16:07:44#10.08;123#2016-10-19 16:07:54#5.46;107#2016-10-19 16:08:00#3.14;108#2016-10-19 16:08:03#3.70;120#2016-10-19 16:08:06#0.55;117#2016-10-19 16:08:07#12.58,35.58,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,10.8134920635;10.8058608059;10.8280254777;10.8108108108;10.9090909091;10.8108108108,109;59;34;40;6;136,384,10.7925801012
A,2,1009740,2016-10-19 16:07:56,110#2016-10-19 16:07:56#17.46;123#2016-10-19 16:08:13#9.89;107#2016-10-19 16:08:23#5.70;108#2016-10-19 16:08:29#6.70;120#2016-10-19 16:08:36#1.01;117#2016-10-19 16:08:37#22.79,63.79,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,6.24284077892;5.96562184024;5.9649122807;5.97014925373;5.94059405941;5.96752961825,109;59;34;40;6;136,384,6.01975231227
B,3,1049141,2016-10-19 16:08:02,105#2016-10-19 16:08:02#9.79;100#2016-10-19 16:08:12#7.90;111#2016-10-19 16:08:20#19.77;103#2016-10-19 16:08:39#1.96;122#2016-10-19 16:08:43#41.72,82.72,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,7.96731358529;7.3417721519;6.12038442084;11.7346938776;4.72195589645,78;58;121;23;197,477,5.7664410058
A,2,1039164,2016-10-19 16:11:26,110#2016-10-19 16:11:26#21.87;123#2016-10-19 16:11:48#3.11;107#2016-10-19 16:11:51#9.16;108#2016-10-19 16:12:01#6.67;120#2016-10-19 16:12:07#1.00;117#2016-10-19 16:12:08#18.59,60.59,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,4.98399634202;18.9710610932;3.71179039301;5.99700149925;6.0;7.31576116192,109;59;34;40;6;136,384,6.33767948506
A,2,1025537,2016-10-19 16:11:57,110#2016-10-19 16:11:57#19.43;123#2016-10-19 16:12:16#10.51;107#2016-10-19 16:12:27#6.06;108#2016-10-19 16:12:33#7.13;120#2016-10-19 16:12:40#1.07;117#2016-10-19 16:12:41#30.23,74.23,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,5.60988162635;5.61370123692;5.61056105611;5.61009817672;5.60747663551;4.49884220973,109;59;34;40;6;136,384,5.17311060218
A,3,1031139,2016-10-19 16:12:05,110#2016-10-19 16:12:05#10.68;123#2016-10-19 16:12:15#4.62;107#2016-10-19 16:12:20#2.70;108#2016-10-19 16:12:23#3.27;119#2016-10-19 16:12:26#0.76;114#2016-10-19 16:12:27#15.62;118#2016-10-19 16:12:42#18.71;122#2016-10-19 16:13:01#21.36,77.36,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,10.2059925094;12.7705627706;12.5925925926;12.2324159021;11.8421052632;12.676056338;11.0101549973;9.22284644195,109;59;34;40;9;198;206;197,852,11.0134436401
A,2,1024370,2016-10-19 16:12:13,110#2016-10-19 16:12:13#22.14;123#2016-10-19 16:12:35#1.79;107#2016-10-19 16:12:37#1.03;108#2016-10-19 16:12:38#4.20;120#2016-10-19 16:12:42#1.03;117#2016-10-19 16:12:43#48.64,78.64,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,4.92321589883;32.9608938547;33.0097087379;9.52380952381;5.82524271845;2.79605263158,109;59;34;40;6;136,384,4.88301119023
C,1,1016127,2016-10-19 16:12:21,115#2016-10-19 16:12:21#12.68;102#2016-10-19 16:12:34#10.50;109#2016-10-19 16:12:44#13.06;104#2016-10-19 16:12:57#53.47;112#2016-10-19 16:13:51#49.36;111#2016-10-19 16:14:40#42.60;103#2016-10-19 16:15:23#12.39;116#2016-10-19 16:15:37#63.64;101#2016-10-19 16:16:40#16.26;121#2016-10-19 16:16:57#13.87;106#2016-10-19 16:17:11#1.32;113#2016-10-19 16:17:12#31.31,322.31,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,8.43848580442;12.4761904762;10.336906585;5.47970824762;4.03160453809;2.84037558685;1.85633575464;2.82840980515;5.16605166052;8.5075702956;11.3636363636;4.59916959438,107;131;135;293;199;121;23;180;84;118;15;144,1550,4.80903478018
A,3,1002796,2016-10-19 16:12:51,110#2016-10-19 16:12:51#8.49;123#2016-10-19 16:12:59#4.60;107#2016-10-19 16:13:04#2.65;108#2016-10-19 16:13:07#3.12;119#2016-10-19 16:13:10#0.70;114#2016-10-19 16:13:10#17.13;118#2016-10-19 16:13:28#19.74;122#2016-10-19 16:13:47#29.18,85.18,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,12.8386336867;12.8260869565;12.8301886792;12.8205128205;12.8571428571;11.5586690018;10.4356636272;6.75119945168,109;59;34;40;9;198;206;197,852,10.002347969
B,3,1005344,2016-10-19 16:13:10,105#2016-10-19 16:13:10#12.19;100#2016-10-19 16:13:23#6.33;111#2016-10-19 16:13:29#11.86;103#2016-10-19 16:13:41#3.04;122#2016-10-19 16:13:46#50.77,86.77000000000001,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,6.39868744873;9.16271721959;10.2023608769;7.56578947368;3.88024423872,78;58;121;23;197,477,5.49729169068
B,3,1038648,2016-10-19 16:14:10,105#2016-10-19 16:14:10#14.20;100#2016-10-19 16:14:24#7.68;111#2016-10-19 16:14:32#56.32;103#2016-10-19 16:15:28#2.97;122#2016-10-19 16:15:33#38.79,121.78999999999999,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,5.49295774648;7.55208333333;2.1484375;7.74410774411;5.0786285125,78;58;121;23;197,477,3.91657771574
C,1,1032110,2016-10-19 16:15:24,115#2016-10-19 16:15:24#10.24;102#2016-10-19 16:15:34#10.05;109#2016-10-19 16:15:44#11.31;104#2016-10-19 16:15:55#28.09;112#2016-10-19 16:16:23#61.45;111#2016-10-19 16:17:25#12.43;103#2016-10-19 16:17:37#2.04;116#2016-10-19 16:17:40#13.33;101#2016-10-19 16:17:53#8.19;121#2016-10-19 16:18:01#60.08;106#2016-10-19 16:19:01#1.09;113#2016-10-19 16:19:02#10.42,228.42,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,10.44921875;13.0348258706;11.9363395225;10.430758277;3.23840520749;9.73451327434;11.2745098039;13.503375844;10.2564102564;1.96404793609;13.7614678899;13.8195777351,107;131;135;293;199;121;23;180;84;118;15;144,1550,6.78574555643
A,2,1003524,2016-10-19 16:15:41,110#2016-10-19 16:15:41#13.63;123#2016-10-19 16:15:55#7.38;107#2016-10-19 16:16:02#4.25;108#2016-10-19 16:16:07#5.00;120#2016-10-19 16:16:12#0.75;117#2016-10-19 16:16:12#37.00,68,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,7.99706529714;7.9945799458;8.0;8.0;8.0;3.67567567568,109;59;34;40;6;136,384,5.64705882353
B,3,1011499,2016-10-19 16:16:13,105#2016-10-19 16:16:13#7.26;100#2016-10-19 16:16:21#5.39;111#2016-10-19 16:16:26#84.43;103#2016-10-19 16:17:50#6.30;122#2016-10-19 16:17:57#21.32,125.32,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,10.7438016529;10.7606679035;1.43313987919;3.65079365079;9.24015009381,78;58;121;23;197,477,3.80625598468
A,2,1001757,2016-10-19 16:18:16,110#2016-10-19 16:18:16#12.43;123#2016-10-19 16:18:28#6.56;107#2016-10-19 16:18:35#15.21;108#2016-10-19 16:18:50#7.99;120#2016-10-19 16:18:58#0.56;117#2016-10-19 16:18:59#27.41,70.41,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,8.7691069992;8.99390243902;2.23537146614;5.00625782228;10.7142857143;4.96169281284,109;59;34;40;6;136,384,5.4537707712
B,3,1043056,2016-10-19 16:18:40,105#2016-10-19 16:18:40#23.29;100#2016-10-19 16:19:04#7.12;111#2016-10-19 16:19:11#49.07;103#2016-10-19 16:20:00#2.36;122#2016-10-19 16:20:04#20.24,104.24,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,3.34907685702;8.14606741573;2.46586509069;9.74576271186;9.73320158103,78;58;121;23;197,477,4.57597851113
B,3,1003894,2016-10-19 16:18:48,105#2016-10-19 16:18:48#8.28;100#2016-10-19 16:18:56#5.56;111#2016-10-19 16:19:02#54.38;103#2016-10-19 16:19:56#2.45;122#2016-10-19 16:20:00#33.38,105.38,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,9.42028985507;10.4316546763;2.22508275101;9.38775510204;5.90173756741,78;58;121;23;197,477,4.52647561207
B,3,1011427,2016-10-19 16:18:48,105#2016-10-19 16:18:48#8.36;100#2016-10-19 16:18:56#5.35;111#2016-10-19 16:19:02#14.81;103#2016-10-19 16:19:16#43.80;122#2016-10-19 16:20:01#34.83,107.83,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,9.33014354067;10.8411214953;8.17015530047;0.525114155251;5.65604364054,78;58;121;23;197,477,4.42362978763
A,3,1023820,2016-10-19 16:19:35,110#2016-10-19 16:19:35#10.91;123#2016-10-19 16:19:46#5.63;107#2016-10-19 16:19:52#2.74;108#2016-10-19 16:19:54#3.26;119#2016-10-19 16:19:58#0.74;114#2016-10-19 16:19:58#15.03;118#2016-10-19 16:20:13#19.83;122#2016-10-19 16:20:33#68.12,126.12,48,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,9.99083409716;10.4795737123;12.4087591241;12.2699386503;12.1621621622;13.1736526946;10.3883005547;2.89195537287,109;59;34;40;9;198;206;197,852,6.75547098002
C,1,1019741,2016-10-19 16:20:33,115#2016-10-19 16:20:33#9.30;102#2016-10-19 16:20:42#9.09;109#2016-10-19 16:20:51#8.51;104#2016-10-19 16:21:00#20.95;112#2016-10-19 16:21:21#14.52;111#2016-10-19 16:21:35#8.45;103#2016-10-19 16:21:44#1.87;116#2016-10-19 16:21:46#15.66;101#2016-10-19 16:22:02#9.62;121#2016-10-19 16:22:11#11.50;106#2016-10-19 16:22:23#1.85;113#2016-10-19 16:22:25#53.01,165.01,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,11.5053763441;14.4114411441;15.8636897767;13.9856801909;13.7052341598;14.3195266272;12.2994652406;11.4942528736;8.73180873181;10.2608695652;8.10810810811;2.71646859083,107;131;135;293;199;121;23;180;84;118;15;144,1550,9.39337009878
C,1,1010954,2016-10-19 16:20:52,115#2016-10-19 16:20:52#10.25;102#2016-10-19 16:21:03#13.21;109#2016-10-19 16:21:16#5.31;104#2016-10-19 16:21:21#25.67;112#2016-10-19 16:21:47#19.55;111#2016-10-19 16:22:06#11.89;103#2016-10-19 16:22:18#2.26;116#2016-10-19 16:22:21#17.69;101#2016-10-19 16:22:39#13.17;121#2016-10-19 16:22:52#51.93;106#2016-10-19 16:23:44#1.61;113#2016-10-19 16:23:45#15.48,188.48,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,10.4390243902;9.91672975019;25.4237288136;11.4141020647;10.179028133;10.1766190076;10.1769911504;10.1752402487;6.37813211845;2.27228962064;9.31677018634;9.3023255814,107;131;135;293;199;121;23;180;84;118;15;144,1550,8.22368421053
A,3,1000160,2016-10-19 16:20:52,110#2016-10-19 16:20:52#12.83;123#2016-10-19 16:21:05#5.98;107#2016-10-19 16:21:11#3.14;108#2016-10-19 16:21:14#3.69;119#2016-10-19 16:21:18#0.83;114#2016-10-19 16:21:19#18.28;118#2016-10-19 16:21:37#26.42;122#2016-10-19 16:22:03#32.59,103.59,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,8.49571317225;9.86622073579;10.8280254777;10.8401084011;10.843373494;10.8315098468;7.79712339137;6.0447990181,109;59;34;40;9;198;206;197,852,8.224732117
B,1,1032031,2016-10-19 16:20:59,105#2016-10-19 16:20:59#11.77;100#2016-10-19 16:21:11#8.75;111#2016-10-19 16:21:20#18.26;103#2016-10-19 16:21:38#3.47;116#2016-10-19 16:21:42#27.16;101#2016-10-19 16:22:10#12.68;121#2016-10-19 16:22:22#17.81;106#2016-10-19 16:22:40#2.26;113#2016-10-19 16:22:42#22.24,125.24,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,6.62701784197;6.62857142857;6.6265060241;6.62824207493;6.62739322533;6.62460567823;6.62549129702;6.63716814159;6.47482014388,78;58;121;23;180;84;118;15;144,821,6.55541360588
A,2,1025181,2016-10-19 16:21:03,110#2016-10-19 16:21:03#15.48;123#2016-10-19 16:21:19#11.09;107#2016-10-19 16:21:30#6.39;108#2016-10-19 16:21:36#7.52;120#2016-10-19 16:21:44#1.13;117#2016-10-19 16:21:45#25.55,67.55,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,7.04134366925;5.32010820559;5.32081377152;5.31914893617;5.30973451327;5.3228962818,109;59;34;40;6;136,384,5.68467801628
B,1,1022272,2016-10-19 16:21:57,105#2016-10-19 16:21:57#12.72;100#2016-10-19 16:22:09#9.46;111#2016-10-19 16:22:19#19.73;103#2016-10-19 16:22:39#3.75;116#2016-10-19 16:22:43#29.35;101#2016-10-19 16:23:12#13.70;121#2016-10-19 16:23:26#19.24;106#2016-10-19 16:23:45#2.45;113#2016-10-19 16:23:48#23.48,134.48,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,6.1320754717;6.1310782241;6.13279270147;6.13333333333;6.132879046;6.13138686131;6.13305613306;6.12244897959;6.132879046,78;58;121;23;180;84;118;15;144,821,6.10499702558
A,3,1029700,2016-10-19 16:22:34,110#2016-10-19 16:22:34#10.96;123#2016-10-19 16:22:45#4.43;107#2016-10-19 16:22:50#3.40;108#2016-10-19 16:22:53#4.48;119#2016-10-19 16:22:57#1.02;114#2016-10-19 16:22:59#15.52;118#2016-10-19 16:23:14#20.21;122#2016-10-19 16:23:34#17.66,77.66,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,9.94525547445;13.3182844244;10.0;8.92857142857;8.82352941176;12.7577319588;10.1929737754;11.1551528879,109;59;34;40;9;198;206;197,852,10.9708987896
A,2,1029212,2016-10-19 16:22:49,110#2016-10-19 16:22:49#14.17;123#2016-10-19 16:23:03#9.12;107#2016-10-19 16:23:12#1.98;108#2016-10-19 16:23:14#10.21;120#2016-10-19 16:23:24#1.25;117#2016-10-19 16:23:25#64.02,100.02,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,7.69230769231;6.46929824561;17.1717171717;3.91772771792;4.8;2.12433614495,109;59;34;40;6;136,384,3.83923215357
C,1,1011837,2016-10-19 16:23:54,115#2016-10-19 16:23:54#9.67;102#2016-10-19 16:24:04#10.72;109#2016-10-19 16:24:14#11.03;104#2016-10-19 16:24:26#28.63;112#2016-10-19 16:24:54#19.05;111#2016-10-19 16:25:13#10.65;103#2016-10-19 16:25:24#1.96;116#2016-10-19 16:25:26#14.64;101#2016-10-19 16:25:41#6.22;121#2016-10-19 16:25:47#10.01;106#2016-10-19 16:25:57#1.60;113#2016-10-19 16:25:59#30.21,155.21,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,11.0651499483;12.2201492537;12.2393472348;10.2340202585;10.4461942257;11.3615023474;11.7346938776;12.2950819672;13.5048231511;11.7882117882;9.375;4.76663356504,107;131;135;293;199;121;23;180;84;118;15;144,1550,9.98646994395
A,2,1030369,2016-10-19 16:27:42,110#2016-10-19 16:27:42#11.83;123#2016-10-19 16:27:54#10.39;107#2016-10-19 16:28:04#5.99;108#2016-10-19 16:28:10#7.05;120#2016-10-19 16:28:17#1.06;117#2016-10-19 16:28:18#23.95,59.95,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,9.21386306002;5.67853705486;5.67612687813;5.67375886525;5.66037735849;5.67849686848,109;59;34;40;6;136,384,6.40533778148
B,3,1000831,2016-10-19 16:27:57,105#2016-10-19 16:27:57#8.93;100#2016-10-19 16:28:06#6.28;111#2016-10-19 16:28:13#68.65;103#2016-10-19 16:29:21#3.18;122#2016-10-19 16:29:27#45.08,135.07999999999998,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,8.73460246361;9.23566878981;1.76256372906;7.23270440252;4.37000887311,78;58;121;23;197,477,3.53124074622
A,2,1024429,2016-10-19 16:28:24,110#2016-10-19 16:28:24#12.78;123#2016-10-19 16:28:37#6.92;107#2016-10-19 16:28:44#3.99;108#2016-10-19 16:28:48#6.10;120#2016-10-19 16:28:54#1.02;117#2016-10-19 16:28:55#23.04,54.04,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,8.5289514867;8.52601156069;8.52130325815;6.55737704918;5.88235294118;5.90277777778,109;59;34;40;6;136,384,7.10584752036
A,3,1010463,2016-10-19 16:28:45,110#2016-10-19 16:28:45#10.10;123#2016-10-19 16:28:55#5.86;107#2016-10-19 16:29:01#3.38;108#2016-10-19 16:29:04#3.97;119#2016-10-19 16:29:08#0.89;114#2016-10-19 16:29:09#21.18;118#2016-10-19 16:29:30#21.49;122#2016-10-19 16:29:52#67.22,134.22,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,10.7920792079;10.0682593857;10.0591715976;10.0755667506;10.1123595506;9.34844192635;9.58585388553;2.93067539423,109;59;34;40;9;198;206;197,852,6.34778721502
A,2,1003962,2016-10-19 16:28:47,110#2016-10-19 16:28:47#18.90;123#2016-10-19 16:29:06#10.23;107#2016-10-19 16:29:16#5.90;108#2016-10-19 16:29:22#6.94;120#2016-10-19 16:29:29#1.04;117#2016-10-19 16:29:30#31.00,74,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,5.7671957672;5.76735092864;5.76271186441;5.76368876081;5.76923076923;4.38709677419,109;59;34;40;6;136,384,5.18918918919
A,2,1018233,2016-10-19 16:30:32,110#2016-10-19 16:30:32#10.37;123#2016-10-19 16:30:42#5.21;107#2016-10-19 16:30:47#3.00;108#2016-10-19 16:30:50#3.53;120#2016-10-19 16:30:54#0.53;117#2016-10-19 16:30:54#13.90,35.9,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,10.5110896818;11.3243761996;11.3333333333;11.3314447592;11.320754717;9.78417266187,109;59;34;40;6;136,384,10.6963788301
A,2,1022877,2016-10-19 16:30:55,110#2016-10-19 16:30:55#9.65;123#2016-10-19 16:31:05#5.85;107#2016-10-19 16:31:11#5.79;108#2016-10-19 16:31:17#6.42;120#2016-10-19 16:31:23#0.62;117#2016-10-19 16:31:24#17.19,46.19,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1,11.2953367876;10.0854700855;5.87219343696;6.23052959502;9.67741935484;7.91157649796,109;59;34;40;6;136,384,8.31348776792
A,3,1000424,2016-10-19 16:31:16,110#2016-10-19 16:31:16#10.37;123#2016-10-19 16:31:26#6.08;107#2016-10-19 16:31:32#4.08;108#2016-10-19 16:31:36#4.17;119#2016-10-19 16:31:41#1.12;114#2016-10-19 16:31:42#20.46;118#2016-10-19 16:32:02#93.64;122#2016-10-19 16:33:36#27.67,167.67000000000002,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,10.5110896818;9.70394736842;8.33333333333;9.59232613909;8.03571428571;9.67741935484;2.19991456642;7.11962414167,109;59;34;40;9;198;206;197,852,5.08140991233
A,3,1010356,2016-10-19 16:31:40,110#2016-10-19 16:31:40#9.82;123#2016-10-19 16:31:50#5.32;107#2016-10-19 16:31:56#3.06;108#2016-10-19 16:31:59#3.60;119#2016-10-19 16:32:02#0.81;114#2016-10-19 16:32:03#20.13;118#2016-10-19 16:32:23#92.43;122#2016-10-19 16:33:56#73.12,209.12,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,11.099796334;11.0902255639;11.1111111111;11.1111111111;11.1111111111;9.83606557377;2.22871362112;2.69420131291,109;59;34;40;9;198;206;197,852,4.07421576129
B,1,1032326,2016-10-19 16:31:40,105#2016-10-19 16:31:40#8.59;100#2016-10-19 16:31:49#6.14;111#2016-10-19 16:31:55#14.36;103#2016-10-19 16:32:09#2.43;116#2016-10-19 16:32:12#13.99;101#2016-10-19 16:32:26#5.91;121#2016-10-19 16:32:32#8.30;106#2016-10-19 16:32:40#1.05;113#2016-10-19 16:32:42#10.12,72.12,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,9.08032596042;9.44625407166;8.42618384401;9.46502057613;12.8663330951;14.2131979695;14.2168674699;14.2857142857;14.2292490119,78;58;121;23;180;84;118;15;144,821,11.3838047698
C,1,1001924,2016-10-19 16:32:46,115#2016-10-19 16:32:46#6.87;102#2016-10-19 16:32:53#26.74;109#2016-10-19 16:33:19#10.67;104#2016-10-19 16:33:30#24.50;112#2016-10-19 16:33:54#11.19;111#2016-10-19 16:34:06#6.02;103#2016-10-19 16:34:12#1.14;116#2016-10-19 16:34:13#30.60;101#2016-10-19 16:34:44#10.43;121#2016-10-19 16:34:54#9.82;106#2016-10-19 16:35:04#1.06;113#2016-10-19 16:35:05#36.51,175.51,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;3;4;4;3;1;1;1;2,15.5749636099;4.8990276739;12.6522961575;11.9591836735;17.7837354781;20.0996677741;20.1754385965;5.88235294118;8.05369127517;12.016293279;14.1509433962;3.94412489729,107;131;135;293;199;121;23;180;84;118;15;144,1550,8.83140561791
A,3,1049635,2016-10-19 16:32:51,110#2016-10-19 16:32:51#7.12;123#2016-10-19 16:32:58#3.64;107#2016-10-19 16:33:02#2.09;108#2016-10-19 16:33:04#2.67;119#2016-10-19 16:33:07#0.60;114#2016-10-19 16:33:07#15.96;118#2016-10-19 16:33:23#29.04;122#2016-10-19 16:33:52#38.89,99.89,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,15.308988764;16.2087912088;16.2679425837;14.9812734082;15.0;12.4060150376;7.09366391185;5.06556955516,109;59;34;40;9;198;206;197,852,8.52938232055
A,3,1044129,2016-10-19 16:33:05,110#2016-10-19 16:33:05#20.32;123#2016-10-19 16:33:25#4.09;107#2016-10-19 16:33:29#2.24;108#2016-10-19 16:33:32#2.72;119#2016-10-19 16:33:34#0.65;114#2016-10-19 16:33:35#14.82;118#2016-10-19 16:33:50#21.77;122#2016-10-19 16:34:12#58.97,125.97,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,5.36417322835;14.4254278729;15.1785714286;14.7058823529;13.8461538462;13.3603238866;9.46256316031;3.34068170256,109;59;34;40;9;198;206;197,852,6.76351512265
A,3,1007807,2016-10-19 16:33:31,110#2016-10-19 16:33:31#11.06;123#2016-10-19 16:33:42#6.09;107#2016-10-19 16:33:48#4.08;108#2016-10-19 16:33:52#5.45;119#2016-10-19 16:33:57#1.67;114#2016-10-19 16:33:59#20.41;118#2016-10-19 16:34:19#72.79;122#2016-10-19 16:35:32#22.47,143.47,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,3;3;3;3;1;1;3;1,9.85533453888;9.68801313629;8.33333333333;7.33944954128;5.38922155689;9.70112689858;2.83005907405;8.76724521584,109;59;34;40;9;198;206;197,852,5.93852373318
B,3,1049245,2016-10-19 16:34:39,105#2016-10-19 16:34:39#11.04;100#2016-10-19 16:34:50#7.20;111#2016-10-19 16:34:57#82.81;103#2016-10-19 16:36:20#2.75;122#2016-10-19 16:36:25#41.43,147.43,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;1,7.0652173913;8.05555555556;1.46117618645;8.36363636364;4.75500844798,78;58;121;23;197,477,3.23543376518
B,1,1001228,2016-10-19 16:34:42,105#2016-10-19 16:34:42#32.75;100#2016-10-19 16:35:15#16.01;111#2016-10-19 16:35:31#22.13;103#2016-10-19 16:35:53#2.83;116#2016-10-19 16:35:56#15.10;101#2016-10-19 16:36:11#7.73;121#2016-10-19 16:36:19#14.60;106#2016-10-19 16:36:34#1.97;113#2016-10-19 16:36:35#65.45,178.45,49,2,1011.6000,1016.6000,61.0000,1.2000,20.6000,96.0000,1.5000,2;1;4;4;3;1;1;1;2,2.38167938931;3.62273579013;5.46769091731;8.12720848057;11.9205298013;10.8667529107;8.08219178082;7.61421319797;2.20015278839,78;58;121;23;180;84;118;15;144,821,4.60072849538
